Day,Alameda,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,MEAN_ALL,MEAN_0,MEAN_1,MEAN_2,SUM_ALL,SUM_0,SUM_1,SUM_2,VAR_ALL,VAR_0,VAR_1,VAR_2,NTP_0,NTP_1,NTP_2,CRESCENT TMP,CRESCENT HUMIDITY,CRESCENT VIS,LEMOORE TMP,LEMOORE HUMIDITY,LEMOORE VIS,HANFORD TMP,HANFORD HUMIDITY,HANFORD VIS,PASOROBLES TMP,PASOROBLES HUMIDITY,PASOROBLES VIS
07/06/2020,166,1,1,1,0,67,1,6,100,0,5,88,0,107,28,0,0,2011,11,7,0,1,7,0,0,13,3,1,399,34,0,296,59,0,221,359,48,63,5,57,23,69,4,0,0,30,71,37,0,0,0,28,0,71,2,5,0.032654481,0.202009428,0.023387651,0.008342514,20.37639584,12.12056571,5.519485654,2.736344479,0.015638001,0.131141486,0.000249429,3.52E-05,60,236,328,57.92,20.07587609,16093,78.08,0.634361475,16093,80.06,0.894531161,16093,77,0.474495447,16093
08/06/2020,152,0,4,0,1,55,0,6,107,0,7,87,1,113,25,0,0,2053,9,2,0,1,8,0,0,12,7,2,391,22,0,328,61,0,251,371,43,70,3,39,28,61,2,1,0,28,79,39,0,0,3,36,0,69,1,5,0.036972345,0.234901244,0.024216907,0.009073423,22.33129629,14.09407466,5.279285662,2.957935974,0.019255766,0.150741916,0.000287055,4.74E-05,60,218,326,59,20.04906789,16093,75.92,0.000206387,16093,75.02,0.064689313,16093,71.96,0.211904044,16093
09/06/2020,146,0,6,0,0,61,0,3,104,1,9,85,1,105,30,1,0,2111,11,10,0,1,4,0,0,13,6,3,384,22,0,333,52,0,276,373,49,76,5,44,32,59,4,1,1,42,75,42,0,0,2,44,0,87,1,4,0.028298397,0.17735649,0.023004965,0.008805282,19.75228144,10.64138937,5.659221439,3.451670628,0.012679774,0.123287623,0.000237171,4.29E-05,60,246,392,60.98,30.33494514,16093,80.06,0.017499786,16093,80.96,0.089217661,16093,82.04,0.0070308,16093
10/06/2020,134,0,30,0,0,43,0,1,102,1,15,79,1,112,31,2,0,1953,11,11,0,1,7,0,0,16,6,2,384,23,0,333,62,0,247,362,50,83,5,40,31,62,6,1,0,33,62,41,0,0,1,43,1,100,0,6,0.030001662,0.192420551,0.023773238,0.008837402,20.61114156,11.54523305,5.61048428,3.455424227,0.014254951,0.134580388,0.0002353,4.17E-05,60,236,391,66.02,17.56771335,16093,89.96,0.031139784,16093,89.96,0.130095326,16093,93.02,0.000581378,16093
11/06/2020,124,0,42,0,0,51,1,1,99,1,9,87,1,109,31,0,0,1973,11,10,0,0,5,0,1,17,3,2,392,18,0,306,62,0,271,352,51,67,5,33,37,57,6,2,0,31,27,47,0,0,0,41,0,90,1,6,0.031822998,0.195177855,0.023443662,0.009251969,20.43036499,11.71067129,5.509260492,3.210433211,0.015224217,0.133760346,0.000249768,4.06E-05,60,235,347,71.06,10.9203989,16093,96.08,0.131426441,16093,93.92,0.864935727,16093,98.96,0.0116456,16093
12/06/2020,126,0,5,0,0,42,0,3,102,1,14,82,1,111,34,2,0,1870,9,11,0,0,6,0,0,15,8,0,428,15,0,319,67,0,283,316,52,68,5,32,34,60,10,1,1,27,42,68,0,1,0,25,0,109,0,6,0.032499801,0.196308126,0.022940941,0.008907224,19.95487811,11.77848757,5.299357338,2.877033204,0.015853088,0.132847273,0.000244234,4.01E-05,60,231,323,65.21,24.19278791,15288.5,100.04,0.057778425,16093,93.92,1.924481002,16093,84.92,0.055598617,16093
13/06/2020,114,0,3,0,0,47,0,3,98,1,14,86,1,107,34,1,0,1768,8,12,0,0,4,0,0,18,5,0,406,13,0,336,51,0,285,342,50,71,8,27,42,49,9,1,1,22,11,62,0,0,1,36,0,94,0,6,0.037186024,0.213044371,0.022960955,0.010037071,20.48949919,12.78266228,4.93660526,2.770231646,0.019285592,0.143006714,0.000256799,4.44E-05,60,215,276,62.06,21.81330417,12875,80.06,0.894531161,16093,82.004,1.660957942,2655.4,78.08,0.416100821,16093
14/06/2020,124,0,3,0,0,42,0,4,93,1,4,90,0,103,40,1,0,1797,5,11,0,0,4,0,0,15,3,1,421,13,0,320,51,0,295,366,49,74,12,29,41,54,9,0,1,21,34,56,0,0,0,40,0,89,0,7,0.034519749,0.217218096,0.023851587,0.008514993,21.26416531,13.03308575,5.438161915,2.792917639,0.017360205,0.141622567,0.000256745,3.68E-05,60,228,328,64.04,6.807629296,16093,77,0.14552294,16093,77,0.29214511,16093,78.98,0.185287073,16093
15/06/2020,129,1,5,0,0,33,0,2,86,1,5,82,0,107,39,0,0,1956,7,9,0,1,3,0,0,16,6,2,425,13,0,335,48,0,295,360,45,59,4,22,49,54,5,0,0,23,36,61,0,0,0,49,0,83,0,6,0.035060135,0.20224565,0.024741216,0.007868296,20.01933702,12.13473899,5.665738557,2.218859479,0.017015416,0.130867881,0.000253077,3.53E-05,60,229,282,66.02,9.037710201,16093,84.92,0.430969462,14484,84.02,0.831578551,14484,86,0.564052287,16093
16/06/2020,133,1,3,0,1,40,0,1,103,1,8,85,0,110,47,2,0,1947,8,9,0,0,8,0,0,17,10,1,429,18,0,341,57,0,293,343,42,61,13,28,50,48,4,0,1,25,18,64,0,0,0,53,0,92,1,6,0.035404757,0.196457845,0.023399364,0.008674117,19.33099737,11.78747072,5.288256321,2.255270332,0.017738737,0.132779135,0.000215347,4.07E-05,60,226,260,59,46.61670283,16093,87.98,1.586668943,16093,89.06,1.953312373,16093,84.92,0.919438845,16093
17/06/2020,137,1,3,0,0,32,0,2,103,1,3,89,0,123,49,1,0,1958,7,8,0,0,10,0,0,17,9,2,425,16,0,379,52,0,297,343,44,61,7,20,48,55,7,0,4,19,19,74,0,0,2,49,0,101,2,5,0.032267832,0.197213949,0.021734874,0.008740884,19.7156456,11.83283692,5.129430244,2.753378436,0.01594332,0.132667523,0.000227697,3.68E-05,60,236,315,62.06,21.81330417,14484,84.02,0.251863592,16093,84.02,0.569440547,16093,82.94,0.052933818,16093
18/06/2020,130,2,4,1,0,43,0,3,98,1,3,73,0,103,50,2,0,1900,16,6,0,0,17,0,0,21,7,3,422,19,0,421,47,0,313,351,45,76,8,24,48,49,4,1,1,29,16,93,0,0,2,51,0,77,3,4,0.038592228,0.228173255,0.023159867,0.009456461,21.30290972,13.69039528,5.002531203,2.609983236,0.020933994,0.153070804,0.000225726,4.63E-05,60,216,276,60.98,21.84989847,8047,86,0.100333931,16093,86,0.253882667,16093,84.92,0.055598617,16093
19/06/2020,137,0,5,1,0,41,0,3,101,0,1,80,0,103,50,0,0,1920,11,5,0,4,10,0,0,19,11,5,410,22,0,386,54,0,318,359,39,74,7,20,50,60,8,1,1,24,8,93,0,0,4,50,0,81,2,4,0.05311741,0.278462242,0.024683131,0.00827191,22.68113407,16.70773455,4.418280475,1.555119053,0.033155276,0.178070141,0.000233056,3.69E-05,60,179,188,60.98,21.84989847,8047,93.92,0.014936716,16093,93.92,0.041793129,16093,75.02,4.06180187,16093
20/06/2020,121,0,3,2,0,51,0,2,115,0,1,89,0,116,44,0,0,1969,10,5,0,0,10,0,0,19,10,6,446,21,0,366,53,0,330,330,56,87,9,21,57,55,7,1,1,32,5,97,0,0,4,49,0,73,3,3,0.035114597,0.197362216,0.023569596,0.007540403,19.13745515,11.84173295,5.350298192,1.945424013,0.017799251,0.132537281,0.000212542,3.57E-05,60,227,258,57.02,54.13688389,4291.333333,98.06,0.035055213,16093,96.98,0.144136173,16093,73.94,5.551587266,16093
21/06/2020,119,1,6,1,1,51,0,2,104,0,1,95,0,125,45,1,0,2001,7,11,0,0,12,0,0,18,8,7,446,20,0,405,61,0,344,326,44,102,6,27,54,61,9,3,1,29,7,91,0,0,3,54,0,88,4,3,0.038716505,0.217867402,0.02346024,0.009242918,20.36488153,13.07204414,4.926650342,2.366187043,0.020174476,0.1412386,0.000239819,4.48E-05,60,210,256,62.06,51.8987084,9656,98.06,0.035055213,16093,98.06,0.287548016,16093,82.94,1.628301692,16093
22/06/2020,112,0,9,0,1,51,0,1,122,0,1,95,0,129,47,0,0,2090,7,13,0,0,9,0,0,21,10,6,466,20,0,423,54,0,385,346,47,141,7,23,58,64,10,2,1,26,7,92,0,0,2,57,0,105,1,4,0.034894106,0.203203558,0.024083419,0.008545246,19.99432283,12.19221345,5.298352279,2.503757104,0.016940074,0.130451842,0.000241505,3.89E-05,60,220,293,59,33.82356895,9656,96.08,0.411393732,16093,98.06,0.410263508,16093,93.02,0.558982413,16093
23/06/2020,128,0,7,1,1,52,1,3,139,0,2,93,0,133,51,1,0,2259,7,14,0,0,12,0,0,23,14,5,485,13,0,434,65,0,441,370,53,109,7,27,61,72,9,3,1,26,14,98,0,0,1,61,1,94,1,7,0.039153058,0.199045284,0.023461711,0.008057902,18.71516177,11.94271702,5.185038052,1.587406699,0.020157103,0.131811852,0.000235472,3.78E-05,60,221,197,60.98,25.4102166,8047,100.04,0.279640592,16093,98.96,0.439925305,16093,73.04,5.166507647,16093
24/06/2020,130,0,7,0,1,58,1,1,139,0,3,82,1,132,54,1,0,2283,13,16,0,0,17,0,0,25,7,3,543,16,0,437,77,0,432,383,55,122,11,29,57,78,9,3,1,28,8,102,0,0,2,59,0,86,5,5,0.038125668,0.199094574,0.023112597,0.009413,18.98658258,11.94567445,4.92298322,2.117924914,0.019370565,0.131781299,0.000244968,5.35E-05,60,213,225,60.98,35.06642545,9656,102.02,0.160323375,16093,100.94,1.1304402,16093,78.98,2.548312547,16093
25/06/2020,140,0,6,2,1,60,1,1,147,0,3,77,0,137,57,2,0,2237,13,16,0,0,14,0,0,24,5,4,546,16,0,460,97,0,436,425,54,137,8,27,59,82,13,5,1,29,11,114,0,0,2,59,1,98,6,6,0.034744943,0.197012985,0.022507798,0.009163139,19.42242321,11.82077913,5.109270234,2.492373846,0.017350284,0.132567715,0.000240644,5.06E-05,60,227,272,60.08,43.57049135,11265,102.02,0.280960297,16093,100.04,1.920535772,16093,78.98,3.062940735,16093
26/06/2020,133,0,6,2,1,65,1,1,157,1,5,74,0,147,58,1,0,2296,13,21,0,0,15,1,0,19,7,6,560,13,0,474,83,0,446,427,68,152,8,21,59,82,14,6,0,33,12,122,0,0,1,66,1,100,6,6,0.033912776,0.184113486,0.022608684,0.008989985,18.44855036,11.04680914,5.064345147,2.337396067,0.016099701,0.120887048,0.000238345,4.99E-05,60,224,260,60.08,34.50582305,6437,100.94,0.364263891,16093,100.04,1.072156115,16093,73.04,6.195616026,16093
27/06/2020,139,0,5,1,2,63,1,2,164,1,4,79,0,176,55,3,0,2316,22,14,0,0,15,0,0,21,8,4,595,14,0,485,94,0,432,437,72,154,11,27,65,95,15,5,0,36,13,129,0,0,1,61,2,106,6,6,0.040434776,0.228760825,0.024775869,0.009017947,21.26869222,13.7256495,5.252484143,2.290558569,0.021906158,0.152638526,0.000253081,4.34E-05,60,212,254,62.06,21.81330417,6437,100.04,0.907709208,16093,100.04,0.907709208,16093,84.02,2.025871491,16093
28/06/2020,141,0,5,2,0,50,2,4,166,1,4,74,0,155,54,2,0,2465,16,19,0,0,19,0,0,26,10,4,595,18,0,482,106,0,459,458,69,160,10,32,69,105,19,10,0,35,12,136,0,0,4,71,1,98,4,7,0.040437532,0.235533195,0.024548172,0.010083399,22.2406427,14.13199173,5.376049751,2.732601218,0.02096676,0.149994134,0.000269271,5.06E-05,60,219,271,57.92,23.55034393,8047,105.08,0.247643034,16093,102.92,0.942901807,16093,78.98,3.560012236,16093
29/06/2020,146,1,7,2,0,61,1,2,170,0,3,72,0,160,56,2,0,2511,15,29,0,0,18,0,0,35,10,7,624,22,0,507,130,0,478,493,79,159,15,41,70,105,16,12,0,44,12,142,0,0,5,80,1,111,4,8,0.036019352,0.219491136,0.023366324,0.009125877,21.21539813,13.16946819,5.280789196,2.765140742,0.018110565,0.140816698,0.000237505,4.09E-05,60,226,303,57.02,32.55672904,8047,91.04,0.00018696,16093,91.04,0.478460453,16093,64.04,9.77126636,16093
30/06/2020,157,2,6,3,3,61,1,4,171,0,4,74,0,175,41,5,0,2538,10,29,0,0,16,0,0,41,9,7,662,24,0,531,127,1,491,453,80,196,12,47,70,93,16,12,0,46,15,170,0,0,0,79,1,119,5,5,0.032300829,0.196867637,0.023431388,0.009031515,20.38182321,11.81205824,5.553238921,3.016526051,0.015446976,0.132829205,0.000235822,4.38E-05,60,237,334,58.46,28.76659122,6437,86,0.129174745,16093,84.92,0.430969462,16093,78.08,1.128916774,16093
01/07/2020,170,2,9,2,2,71,1,6,149,0,4,81,0,178,41,3,0,2580,22,32,0,0,26,2,0,43,8,6,705,33,0,547,136,1,516,462,85,163,14,55,66,100,10,8,0,57,17,182,0,0,0,83,3,117,5,9,0.039513906,0.230832786,0.023320509,0.008468474,21.13993989,13.84996718,5.130511945,2.159460768,0.021574589,0.151829054,0.000243236,3.94E-05,60,220,255,57.92,23.55034393,8047,95,0.022598553,16093,93.02,0.389966363,16093,89.96,0.164458658,16093
02/07/2020,193,1,12,3,2,76,1,5,145,1,1,89,0,206,39,4,1,2612,18,30,0,0,23,0,0,37,9,6,716,39,0,576,149,1,529,459,82,193,15,56,70,107,13,8,0,48,15,209,0,0,0,79,4,122,9,11,0.029871278,0.159577886,0.023571776,0.0084917,17.74353928,9.574673131,5.680798115,2.488068033,0.013186964,0.111897823,0.000226087,3.67E-05,60,241,293,55.94,27.14640005,6437,96.98,0.050486128,16093,96.08,0.233129844,16093,64.94,12.59574129,16093
03/07/2020,208,1,9,0,0,75,1,4,154,1,1,85,0,203,40,3,1,2643,19,31,0,0,26,0,0,36,8,5,744,45,0,571,144,1,539,435,85,206,11,60,75,100,17,9,0,47,18,210,0,0,0,78,1,123,9,10,0.033847887,0.193103377,0.023244714,0.007998324,18.95481697,11.58620259,5.137081856,2.231532522,0.017334751,0.133805784,0.000235213,3.89E-05,60,221,279,59,20.04906789,6437,95,0.004054198,16093,95,0.007493704,16093,73.04,3.013359204,16093
04/07/2020,190,1,8,1,0,81,1,4,162,1,1,91,0,220,48,4,1,2574,27,30,0,1,24,0,0,39,7,7,772,46,0,600,167,1,557,445,82,194,12,50,76,101,15,9,0,45,26,222,0,0,0,80,1,104,9,12,0.035042439,0.200043537,0.02374053,0.008403676,19.48359589,12.00261224,5.127954492,2.353029154,0.017451407,0.13158416,0.00024077,3.76E-05,60,216,280,59,29.10256433,8047,93.92,0.290107434,16093,95,0.176163475,16093,84.02,0.126005124,16093
05/07/2020,183,1,10,2,0,88,1,2,163,1,2,93,1,222,47,4,1,2645,21,40,0,0,24,0,0,40,7,9,792,41,0,614,169,0,565,441,84,188,17,53,73,110,19,7,1,47,30,213,0,0,0,80,0,103,8,16,0.032858097,0.199595612,0.023427881,0.008372268,19.78057415,11.97573672,5.08385024,2.720987193,0.016190069,0.131895489,0.000254499,3.45E-05,60,217,325,57.92,34.15526416,9656,96.98,0.003237949,16093,98.06,0.009507393,16093,98.96,0.0116456,16093
06/07/2020,187,1,13,3,0,84,1,2,162,1,3,91,1,223,52,6,1,2670,32,39,0,0,24,0,0,37,7,6,839,41,1,658,172,0,574,456,80,242,13,55,80,104,13,6,0,43,33,206,0,0,0,86,1,120,9,21,0.032824051,0.199647726,0.023352495,0.00796751,19.59595834,11.97886354,5.067491461,2.549603339,0.01632697,0.131882348,0.000244192,3.16E-05,60,217,320,57.92,39.68247487,9656,98.96,0.008631449,16093,98.06,0.107607934,16093,98.06,0.004052574,16093
07/07/2020,190,2,15,0,1,86,1,3,177,1,3,93,1,223,54,1,0,2829,28,44,0,0,23,0,0,39,8,2,817,55,1,651,173,1,579,479,88,209,19,60,89,114,16,5,0,44,33,215,0,0,0,85,2,116,8,22,0.034067095,0.19545572,0.023609694,0.008476751,19.58857964,11.72734319,5.453839222,2.407397222,0.016911166,0.133351079,0.000234192,4.03E-05,60,231,284,55.94,53.5033321,11265,96.08,0.020121262,16093,96.08,0.043078663,16093,89.06,0.020135324,16093
08/07/2020,188,1,14,0,1,107,0,3,206,1,0,85,1,227,52,3,1,2817,33,43,0,0,22,0,0,44,8,2,815,56,0,664,177,2,599,483,88,244,18,60,86,125,18,7,0,45,35,215,0,0,0,80,3,111,11,20,0.031422307,0.179898203,0.022763397,0.008625394,18.82196207,10.7938922,5.440451799,2.587618068,0.014677684,0.122273896,0.00023568,3.50E-05,60,239,300,57.92,47.32091544,12875,91.04,0.09463309,16093,91.94,0.066941127,16093,89.96,0.083052997,16093
09/07/2020,185,1,16,0,0,112,0,3,229,0,1,77,1,227,57,2,1,2849,30,38,0,0,33,0,0,47,9,3,800,48,0,690,181,3,600,489,94,244,15,58,82,135,16,6,0,47,30,228,0,0,0,74,0,103,15,17,0.041636278,0.229077368,0.023939972,0.008568125,20.56832135,13.74464209,4.83587434,1.987804927,0.023285802,0.152510952,0.000236514,3.99E-05,60,202,232,59,29.10256433,9656,96.08,0.055432509,16093,96.98,0.01827444,16093,89.06,0.327951599,16093
10/07/2020,183,2,16,0,0,107,0,2,235,0,1,74,0,250,58,3,1,2777,41,36,0,2,38,0,0,48,7,2,785,49,0,681,176,4,642,490,97,244,17,62,81,142,17,6,2,46,36,231,0,0,0,71,2,105,15,20,0.031732978,0.180166463,0.02312203,0.008272823,18.69072398,10.80998776,5.456799045,2.423937172,0.014930242,0.122242609,0.000236557,3.55E-05,60,236,293,57.02,74.01186723,8047,98.06,0.055493122,16093,98.96,0.263365313,16093,86,0.564052287,16093
11/07/2020,188,0,16,0,2,103,0,2,239,1,1,76,0,273,65,4,3,2769,36,35,0,2,34,0,0,42,8,2,786,61,0,647,180,3,652,466,97,232,11,59,81,141,17,5,1,52,33,218,0,1,0,77,1,100,11,21,0.040066487,0.209991333,0.024755215,0.008991745,19.47231291,12.59948,4.77775641,2.095076501,0.021729234,0.143637917,0.00027374,3.78E-05,60,193,233,60.08,34.50582305,12875,100.94,0.033710685,16093,100.94,0.177794862,16093,98.96,0.21541359,16093
12/07/2020,187,0,17,2,4,105,0,3,241,1,2,73,0,255,64,4,2,2773,35,30,0,2,38,0,0,43,8,1,758,63,0,635,200,2,669,467,94,237,13,65,84,149,17,3,2,51,34,230,0,2,0,89,2,109,11,19,0.035394821,0.218081815,0.02294774,0.008578957,20.95373395,13.08490889,5.277980164,2.590844892,0.018041829,0.141340981,0.00024784,3.85E-05,60,230,302,62.06,21.81330417,16093,105.08,0.017250694,16093,104,0.383669564,16093,95,0.096498573,16093
13/07/2020,200,1,17,3,4,110,1,2,252,0,1,81,0,253,62,6,1,2805,38,29,0,0,34,1,0,51,11,3,795,67,0,662,201,2,680,458,109,247,14,82,88,166,20,4,2,55,38,240,0,1,0,92,1,124,12,19,0.034613519,0.219304131,0.023665746,0.008464624,21.25270091,13.15824789,5.301127104,2.793325923,0.01741655,0.140859093,0.000241312,3.87E-05,60,224,330,58.28,58.20472286,4559.666667,105.08,0.027570271,16093,105.08,0.298400875,16093,102.92,0.016392349,16093
14/07/2020,204,2,18,4,3,112,1,2,270,0,1,85,0,254,69,2,1,2899,40,34,0,0,37,0,0,50,8,2,809,72,0,716,195,2,676,482,105,236,10,77,91,169,20,5,4,52,41,238,0,1,0,89,3,120,22,20,0.035461108,0.181432643,0.023246172,0.008631057,18.04970413,10.8859586,5.230388694,1.933356836,0.017172802,0.121736651,0.000260385,4.36E-05,60,225,224,59,24.21454069,8047,104,0.01168894,16093,100.94,0.608519058,16093,78.08,2.418750097,16093
15/07/2020,202,2,19,3,4,117,0,3,274,0,3,90,0,250,74,1,1,2851,32,30,0,2,36,1,0,52,9,7,813,69,0,682,204,1,656,500,108,274,11,77,86,183,13,5,3,50,43,235,0,1,0,92,2,151,21,20,0.03299541,0.164372158,0.023492302,0.008883679,17.12461804,9.862329467,5.121321816,2.140966758,0.015003682,0.110370907,0.000248747,4.44E-05,60,218,241,57.92,34.15526416,6437,96.08,0.497926402,16093,96.08,1.322475754,16093,71.06,5.662701405,16093
16/07/2020,211,3,19,0,2,120,0,5,281,1,4,95,0,273,80,4,1,2907,24,29,0,5,36,0,0,54,8,1,801,81,0,675,218,1,676,498,107,233,12,80,84,183,12,3,3,56,46,253,0,1,0,93,3,135,14,19,0.044159639,0.232086373,0.023032419,0.009399548,20.49007257,13.92518238,4.675581109,1.889309082,0.02471836,0.151360175,0.000258773,4.81E-05,60,203,201,59.66,35.37003538,9656,96.98,0.319711013,16093,96.98,0.640001908,16093,73.94,4.627856968,16093
17/07/2020,206,2,17,0,2,116,0,6,284,1,3,99,1,282,81,4,0,2876,40,33,0,10,33,0,1,46,5,2,784,76,0,694,222,2,680,509,105,232,20,80,88,184,21,5,2,57,59,267,0,1,0,83,5,138,17,21,0.029223828,0.158597774,0.023057485,0.009186383,18.03110189,9.515866418,5.649083868,2.866151605,0.01271986,0.112191976,0.00025748,4.64E-05,60,245,312,60.98,30.33494514,8047,98.06,0.235292234,16093,98.06,1.094007584,16093,80.06,1.586485004,16093
18/07/2020,226,2,23,6,2,112,0,3,297,1,2,93,1,277,80,3,0,2840,36,33,0,10,35,0,1,44,12,3,729,70,0,677,223,3,699,487,107,237,14,84,91,194,20,4,2,57,50,257,0,0,0,86,5,123,19,18,0.036011129,0.214918582,0.023286934,0.008007753,20.3462876,12.89511491,5.192986388,2.258186311,0.018860165,0.142274671,0.000243834,3.94E-05,60,223,282,59,24.21454069,6437,98.06,0.191422536,16093,98.96,0.614659193,16093,75.02,6.741400429,16093
19/07/2020,228,2,23,2,3,121,2,4,307,1,2,96,1,270,80,2,0,2834,48,35,0,11,36,0,1,45,6,3,747,64,0,668,241,3,674,482,109,248,17,80,88,204,22,4,2,59,50,248,0,0,0,92,5,118,13,18,0.032808419,0.188379859,0.022912026,0.008284644,18.99607436,11.30279151,5.315589968,2.377692878,0.01521476,0.119956373,0.000249642,4.04E-05,60,232,287,60.98,25.4102166,9656,100.04,0.477152792,16093,98.96,1.186141159,16093,82.94,0.64319307,16093
20/07/2020,230,2,26,3,4,124,1,3,336,1,1,97,2,300,77,0,0,2877,43,33,0,10,47,0,1,44,10,2,773,73,0,707,245,2,676,499,105,270,15,82,96,209,20,4,2,58,56,261,0,0,0,96,4,126,12,16,0.035248087,0.203617993,0.023442822,0.008623797,19.84467303,12.2170796,5.204306426,2.423286997,0.017253375,0.130524156,0.000246852,3.53E-05,60,222,281,56.48,45.74615446,6437.5,98.96,0.376031107,16093,98.96,0.733356734,16093,80.06,2.706457947,16093
21/07/2020,239,4,28,4,0,141,0,3,352,2,3,90,1,306,81,0,0,2830,58,37,0,8,51,0,1,48,10,3,773,86,3,688,269,4,724,485,121,260,17,80,94,216,33,3,0,56,58,266,0,0,0,104,3,135,18,24,0.029973795,0.164663031,0.022774796,0.008011421,17.8044342,9.879781879,5.625374533,2.299277786,0.013215483,0.110670605,0.000232073,3.64E-05,60,247,287,55.49,57.49018279,13679.5,96.98,0.376412674,16093,96.98,0.886384216,16093,87.08,0.884392211,16093
22/07/2020,241,3,27,2,1,147,0,3,352,0,0,78,0,273,78,2,1,2470,70,35,0,5,57,0,1,43,15,3,751,88,0,673,293,2,688,433,113,267,17,83,92,217,14,4,0,67,49,284,0,0,0,111,6,139,14,25,0.038595477,0.214626554,0.024208311,0.008485445,20.14683924,12.87759324,5.156370191,2.112875812,0.02032233,0.142375009,0.000232285,3.84E-05,60,213,249,55.94,53.5033321,11265.5,93.92,0.290107434,16093,93.02,0.946131458,11265,80.96,1.73630801,16093
23/07/2020,283,0,31,2,2,153,0,3,376,2,1,80,1,293,75,2,1,2598,64,31,0,6,57,0,1,42,16,4,711,87,0,661,309,3,704,442,114,247,16,80,84,223,37,4,0,77,65,287,0,0,0,115,3,136,16,26,0.032586564,0.18061164,0.023027198,0.007005505,18.08554303,10.83669843,5.434418691,1.814425908,0.015830127,0.12202101,0.000237349,3.54E-05,60,236,259,57.02,54.13688389,9656,96.98,0.095574071,16093,98.06,0.070521874,14484,71.06,7.916933055,16093
24/07/2020,253,0,29,2,3,147,0,1,376,2,6,77,2,280,74,1,0,2628,66,25,0,6,51,0,1,49,12,2,776,81,0,598,280,6,715,420,110,260,15,75,85,226,39,5,0,68,56,245,0,0,0,115,5,139,12,25,0.031264569,0.179669774,0.02385204,0.008373249,19.25897442,10.78018645,5.891453916,2.587334052,0.014286814,0.1223559,0.000236621,3.98E-05,60,247,309,60.08,28.91342309,11265,93.92,0.510491262,16093,93.02,0.788920772,16093,73.94,5.551587266,16093
25/07/2020,247,1,28,0,2,133,0,1,357,2,1,78,1,277,85,1,0,2552,64,23,0,7,53,0,1,47,17,2,754,92,0,610,285,6,738,442,118,249,18,82,82,232,39,5,0,59,66,248,0,0,0,114,2,123,12,24,0.033991818,0.195792056,0.023593446,0.007991853,19.44332003,11.74752335,5.450085975,2.245710701,0.01698231,0.13300358,0.000236572,3.42E-05,60,231,281,60.98,25.4102166,8047,96.98,0.261741537,16093,96.08,0.581963081,16093,75.92,4.378102076,16093
26/07/2020,257,2,23,1,2,130,0,3,364,2,3,77,1,281,86,0,0,2621,64,23,0,8,64,0,1,42,15,3,707,86,0,630,293,6,713,458,117,263,17,79,85,217,33,7,3,64,61,248,0,0,0,102,2,114,13,28,0.03205037,0.186169478,0.023559601,0.008212888,19.1020206,11.17016868,5.418708198,2.513143718,0.014776936,0.120529619,0.000233979,3.88E-05,60,230,306,62.06,26.05115896,6437,98.06,0.287548016,16093,96.98,1.212683269,16093,78.08,2.828690522,16093
27/07/2020,249,3,26,2,0,136,0,3,345,2,3,82,1,275,86,2,0,2599,60,25,0,8,64,0,2,39,13,1,685,97,1,609,303,6,688,432,118,260,15,86,87,223,33,8,3,65,59,250,0,0,0,107,1,115,13,27,0.032988174,0.189540312,0.022549509,0.008051118,18.60532985,11.37241869,4.938342495,2.294568665,0.015616558,0.119615961,0.000236715,4.07E-05,60,219,285,55.76,52.95054269,4586.6,100.04,0.396785556,16093,98.06,1.735672072,16093,80.96,1.174216586,16093
28/07/2020,256,4,28,1,0,147,0,1,333,2,5,77,1,279,75,1,0,2597,53,23,0,6,53,0,1,44,13,2,707,91,1,632,314,7,710,502,123,271,17,74,96,224,19,10,1,60,71,230,0,0,0,112,1,132,12,20,0.029461669,0.164857974,0.023171639,0.007641175,17.55915486,9.891478434,5.329476904,2.338199526,0.013186394,0.110608508,0.000232591,3.94E-05,60,230,306,55.94,53.5033321,9656,100.04,0.193951619,16093,98.96,0.614659193,16093,78.98,3.560012236,16093
29/07/2020,262,5,27,1,1,145,0,3,328,2,3,67,1,230,71,0,0,2568,60,23,0,6,50,0,1,54,10,2,677,87,0,579,339,4,650,448,123,274,21,79,92,241,22,10,1,61,71,248,0,0,0,107,1,113,11,19,0.036814429,0.198981777,0.022167765,0.007436441,18.22314245,11.93890662,4.588727392,1.695508435,0.01955801,0.131958114,0.000240221,3.33E-05,60,207,228,57.05,56.08516367,2078.666667,100.94,0.177794862,16093,100.04,0.765374971,16093,82.94,1.960200939,16093
