Day,Alameda,Alpine,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Out of CA,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Sierra,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,MEAN_ALL,MEAN_0,MEAN_1,MEAN_2,SUM_ALL,SUM_0,SUM_1,SUM_2,VAR_ALL,VAR_0,VAR_1,VAR_2,NTP_0,NTP_1,NTP_2,CRESCENT TMP,CRESCENT HUMIDITY,CRESCENT VIS,LEMOORE TMP,LEMOORE HUMIDITY,LEMOORE VIS,HANFORD TMP,HANFORD HUMIDITY,HANFORD VIS,PASOROBLES TMP,PASOROBLES HUMIDITY,PASOROBLES VIS
12/07/2020,6,0,0,0,0,0,56,0,0,376,0,0,0,1,163,20,0,62,3155,0,0,0,0,0,0,1,142,0,0,814,0,22,0,0,150,26,131,0,96,0,0,0,0,315,1,8,0,0,0,53,99,16,3,0,0,9,0,45,12,0.035394821,0.218081815,0.02294774,0.008578957,20.95373395,13.08490889,5.277980164,2.590844892,0.018041829,0.141340981,0.00024784,3.85E-05,60,230,302,62.06,21.81330417,16093,105.08,0.017250694,16093,104,0.383669564,16093,95,0.096498573,16093
13/07/2020,245,0,0,0,0,0,191,1,0,0,12,0,150,0,99,52,13,91,2808,0,268,1,19,0,0,1,108,41,0,540,0,37,2,983,225,0,459,558,68,709,101,96,0,244,0,5,0,0,0,116,241,15,0,0,264,0,0,45,6,0.034613519,0.219304131,0.023665746,0.008464624,21.25270091,13.15824789,5.301127104,2.793325923,0.01741655,0.140859093,0.000241312,3.87E-05,60,224,330,58.28,58.20472286,4559.666667,105.08,0.027570271,16093,105.08,0.298400875,16093,102.92,0.016392349,16093
14/07/2020,345,0,5,78,8,22,171,0,43,474,7,2,142,2,158,108,1,13,4219,110,186,2,14,299,0,0,45,12,20,865,0,37,1,733,224,36,954,958,50,228,72,123,392,183,31,3,0,2,238,67,383,38,14,0,267,3,373,70,23,0.035461108,0.181432643,0.023246172,0.008631057,18.04970413,10.8859586,5.230388694,1.933356836,0.017172802,0.121736651,0.000260385,4.36E-05,60,225,224,59,24.21454069,8047,104,0.01168894,16093,100.94,0.608519058,16093,78.08,2.418750097,16093
15/07/2020,157,0,3,21,0,5,117,0,13,185,7,8,26,0,162,30,11,3,2631,51,59,0,9,77,0,2,78,31,2,911,0,16,1,890,236,10,1012,559,56,212,34,86,89,226,2,12,0,0,94,55,161,0,5,0,123,4,168,24,0,0.03299541,0.164372158,0.023492302,0.008883679,17.12461804,9.862329467,5.121321816,2.140966758,0.015003682,0.110370907,0.000248747,4.44E-05,60,218,241,57.92,34.15526416,6437,96.08,0.497926402,16093,96.08,1.322475754,16093,71.06,5.662701405,16093
16/07/2020,149,0,1,50,0,7,93,1,18,183,10,3,165,1,153,64,4,29,4471,0,131,1,10,53,0,9,70,17,12,873,0,36,1,806,221,10,0,409,164,252,46,79,223,95,104,5,0,1,76,38,260,30,0,0,148,4,181,39,15,0.044159639,0.232086373,0.023032419,0.009399548,20.49007257,13.92518238,4.675581109,1.889309082,0.02471836,0.151360175,0.000258773,4.81E-05,60,203,201,59.66,35.37003538,9656,96.98,0.319711013,16093,96.98,0.640001908,16093,73.94,4.627856968,16093
17/07/2020,231,0,2,35,12,26,145,0,13,441,14,3,87,-1,159,37,3,15,2746,125,79,0,12,90,0,2,76,5,7,405,0,32,1,518,116,16,1770,0,115,139,55,70,124,85,30,7,0,0,71,48,300,20,8,0,203,1,0,39,16,0.029223828,0.158597774,0.023057485,0.009186383,18.03110189,9.515866418,5.649083868,2.866151605,0.01271986,0.112191976,0.00025748,4.64E-05,60,245,312,60.98,30.33494514,8047,98.06,0.235292234,16093,98.06,1.094007584,16093,80.06,1.586485004,16093
18/07/2020,252,0,0,0,0,0,160,4,0,389,0,0,134,0,495,0,0,3,2728,0,7,0,8,0,0,11,103,0,0,702,0,45,0,0,182,3,328,1259,141,0,0,62,0,169,36,0,0,0,0,41,0,0,0,0,0,0,224,0,0,0.036011129,0.214918582,0.023286934,0.008007753,20.3462876,12.89511491,5.192986388,2.258186311,0.018860165,0.142274671,0.000243834,3.94E-05,60,223,282,59,24.21454069,6437,98.06,0.191422536,16093,98.96,0.614659193,16093,75.02,6.741400429,16093
19/07/2020,127,0,3,0,0,0,68,0,0,0,0,0,0,0,719,38,0,17,2765,0,150,2,9,0,0,0,66,0,0,415,0,83,0,0,242,11,206,568,86,0,0,0,0,156,0,15,0,0,0,53,267,29,0,0,0,0,0,61,5,0.032808419,0.188379859,0.022912026,0.008284644,18.99607436,11.30279151,5.315589968,2.377692878,0.01521476,0.119956373,0.000249642,4.04E-05,60,232,287,60.98,25.4102166,9656,100.04,0.477152792,16093,98.96,1.186141159,16093,82.94,0.64319307,16093
20/07/2020,19,0,3,118,0,50,125,0,49,685,5,8,75,3,787,151,11,4,3128,0,62,1,5,291,0,7,125,49,24,560,0,40,1,1288,391,10,327,453,103,502,93,86,232,339,0,0,0,6,205,48,164,19,17,0,213,16,0,34,32,0.035248087,0.203617993,0.023442822,0.008623797,19.84467303,12.2170796,5.204306426,2.423286997,0.017253375,0.130524156,0.000246852,3.53E-05,60,222,281,56.48,45.74615446,6437.5,98.96,0.376031107,16093,98.96,0.733356734,16093,80.06,2.706457947,16093
21/07/2020,127,0,5,18,7,11,200,2,21,331,18,6,0,0,834,0,5,3,2980,272,51,3,8,119,0,1,26,29,3,990,0,39,1,907,360,28,968,385,58,478,63,123,133,251,58,13,0,3,98,43,327,14,0,1,224,3,763,4,20,0.029973795,0.164663031,0.022774796,0.008011421,17.8044342,9.879781879,5.625374533,2.299277786,0.013215483,0.110670605,0.000232073,3.64E-05,60,247,287,55.49,57.49018279,13679.5,96.98,0.376412674,16093,96.98,0.886384216,16093,87.08,0.884392211,16093
22/07/2020,260,0,3,25,0,8,271,11,22,442,14,5,193,1,1120,67,2,0,3109,79,63,0,10,181,0,0,166,24,11,767,0,37,2,1092,285,8,708,587,96,796,24,102,158,275,18,13,0,2,125,29,149,0,14,0,483,5,94,25,0,0.038595477,0.214626554,0.024208311,0.008485445,20.14683924,12.87759324,5.156370191,2.112875812,0.02032233,0.142375009,0.000232285,3.84E-05,60,213,249,55.94,53.5033321,11265.5,93.92,0.290107434,16093,93.02,0.946131458,11265,80.96,1.73630801,16093
23/07/2020,226,0,0,39,0,8,223,0,22,344,0,3,120,0,1135,231,8,23,1734,0,32,3,17,129,0,17,181,26,9,905,0,52,1,831,276,19,410,501,105,231,74,109,162,212,30,8,0,5,88,59,417,14,8,0,273,0,107,50,10,0.032586564,0.18061164,0.023027198,0.007005505,18.08554303,10.83669843,5.434418691,1.814425908,0.015830127,0.12202101,0.000237349,3.54E-05,60,236,259,57.02,54.13688389,9656,96.98,0.095574071,16093,98.06,0.070521874,14484,71.06,7.916933055,16093
24/07/2020,345,0,6,36,5,13,202,8,5,392,14,0,48,3,1037,0,2,17,2067,100,89,0,0,122,0,3,139,26,4,710,0,28,0,654,307,8,611,490,115,300,33,72,132,186,7,15,0,0,59,104,202,34,16,0,334,17,236,40,19,0.031264569,0.179669774,0.02385204,0.008373249,19.25897442,10.78018645,5.891453916,2.587334052,0.014286814,0.1223559,0.000236621,3.98E-05,60,247,309,60.08,28.91342309,11265,93.92,0.510491262,16093,93.02,0.788920772,16093,73.94,5.551587266,16093
25/07/2020,116,0,0,0,0,0,143,0,0,416,0,2,100,0,832,76,0,0,3390,0,13,2,15,0,0,7,88,0,0,595,0,46,0,0,0,4,0,0,108,0,0,65,0,114,13,0,0,1,0,62,0,14,0,0,0,0,0,27,18,0.033991818,0.195792056,0.023593446,0.007991853,19.44332003,11.74752335,5.450085975,2.245710701,0.01698231,0.13300358,0.000236572,3.42E-05,60,231,281,60.98,25.4102166,8047,96.98,0.261741537,16093,96.08,0.581963081,16093,75.92,4.378102076,16093
26/07/2020,0,0,5,0,0,0,163,0,0,0,0,0,0,-4,459,41,0,0,1692,0,0,0,8,0,0,1,49,0,0,420,0,0,0,0,349,11,1196,603,145,0,0,0,0,208,9,0,0,0,0,133,258,22,0,0,0,0,0,52,16,0.03205037,0.186169478,0.023559601,0.008212888,19.1020206,11.17016868,5.418708198,2.513143718,0.014776936,0.120529619,0.000233979,3.88E-05,60,230,306,62.06,26.05115896,6437,98.06,0.287548016,16093,96.98,1.212683269,16093,78.08,2.828690522,16093
27/07/2020,108,0,5,62,0,10,140,0,0,0,0,0,95,0,352,29,7,0,2011,0,13,0,8,0,0,1,80,29,0,273,0,80,1,0,115,0,0,806,90,549,144,102,0,174,13,20,0,4,0,0,133,10,0,0,324,5,0,30,10,0.032988174,0.189540312,0.022549509,0.008051118,18.60532985,11.37241869,4.938342495,2.294568665,0.015616558,0.119615961,0.000236715,4.07E-05,60,219,285,55.76,52.95054269,4586.6,100.04,0.396785556,16093,98.06,1.735672072,16093,80.96,1.174216586,16093
28/07/2020,195,0,3,46,0,19,231,1,42,645,38,12,27,6,1893,124,5,3,2614,93,132,2,9,265,0,5,58,40,18,187,0,68,0,1720,400,17,1970,0,43,248,0,74,57,0,60,12,1,1,154,18,234,23,25,0,328,0,438,22,15,0.029461669,0.164857974,0.023171639,0.007641175,17.55915486,9.891478434,5.329476904,2.338199526,0.013186394,0.110608508,0.000232591,3.94E-05,60,230,306,55.94,53.5033321,9656,100.04,0.193951619,16093,98.96,0.614659193,16093,78.98,3.560012236,16093
29/07/2020,140,0,5,17,9,12,410,0,34,127,8,11,52,1,448,70,1,0,4814,127,48,3,6,396,2,7,148,54,15,439,0,37,2,972,96,48,2347,780,132,286,66,108,388,397,50,25,0,1,179,45,264,61,5,1,214,1,167,31,44,0.036814429,0.198981777,0.022167765,0.007436441,18.22314245,11.93890662,4.588727392,1.695508435,0.01955801,0.131958114,0.000240221,3.33E-05,60,207,228,57.05,56.08516367,2078.666667,100.94,0.177794862,16093,100.04,0.765374971,16093,82.94,1.960200939,16093
30/07/2020,358,0,21,24,0,8,-137,0,24,976,4,3,57,3,1067,70,2,73,2580,36,117,2,13,159,0,3,169,5,5,506,0,32,1,470,150,8,-621,401,226,133,30,92,73,119,46,12,0,5,58,86,253,0,8,1,165,2,106,17,0,0.03562815,0.196191089,0.022848712,0.008409979,18.8116632,11.77146536,4.912473159,2.127724677,0.018339274,0.132842047,0.000224897,3.82E-05,60,215,253,57.02,54.13688389,11265,102.92,0.043444756,16093,102.02,0.130175283,16093,82.04,2.165618923,16093
31/07/2020,8,0,5,34,17,11,93,0,24,127,10,2,68,0,924,40,12,0,2505,57,53,0,19,0,0,14,85,23,6,418,0,54,1,382,156,13,542,360,152,141,43,71,73,182,33,9,0,0,91,94,145,24,0,0,213,7,241,16,24,0.034534475,0.198653321,0.0227035,0.007999763,19.27023704,11.91919924,5.199101472,2.151936322,0.017390885,0.131962845,0.000231813,3.92E-05,60,229,269,57.92,47.32091544,12070,102.02,0.130175283,16093,102.02,0.396003565,16093,84.92,1.837001264,16093
01/08/2020,345,0,10,0,0,0,136,0,0,0,0,0,43,1,547,234,0,0,2316,0,7,1,0,220,0,0,255,0,0,637,0,36,0,0,0,0,466,0,148,0,0,75,0,408,43,0,0,1,0,102,0,13,7,0,0,0,0,0,6,0.034802344,0.213384608,0.022697804,0.007979976,20.1157549,12.80307647,4.902725575,2.409952849,0.018432959,0.14263892,0.000220761,3.40E-05,60,216,302,60.98,47.79252847,12875,100.04,0.106328126,16093,100.04,0.193951619,16093,100.04,0.088360731,16093
02/08/2020,40,0,1,0,0,0,160,0,0,644,0,0,0,0,663,0,0,0,1320,0,0,2,5,0,0,3,25,0,0,558,0,13,0,0,247,21,284,835,88,0,0,0,0,305,0,0,0,0,0,111,171,18,0,0,0,0,0,34,14,0.029302379,0.170962695,0.024276121,0.00824072,18.87073231,10.25776169,5.753440708,2.859529912,0.012268329,0.109417713,0.000234289,3.94E-05,60,237,347,60.98,54.88256136,5967.833333,98.96,0.014819586,16093,98.96,0.310302097,16093,100.94,0.001051954,16093
03/08/2020,0,0,0,0,0,8,67,0,0,0,7,0,39,10,106,73,13,-5,1700,0,98,1,5,0,0,0,102,0,0,422,0,0,0,0,55,4,452,0,105,402,119,139,0,168,0,21,0,0,0,58,160,11,0,0,291,0,0,28,17,0.03325519,0.202933967,0.02396236,0.008468236,20.35217626,12.17603801,5.415493468,2.760644779,0.015908294,0.130573384,0.00025134,3.79E-05,60,226,326,64.94,32.70084893,12875,100.94,0.003903713,16093,100.04,0.017519728,16093,100.04,0.021980316,16093
04/08/2020,385,0,11,71,11,26,143,2,31,676,0,12,65,3,577,0,3,6,1928,171,88,2,19,298,2,0,42,92,17,253,0,28,0,1476,52,42,585,633,73,73,24,61,359,236,44,7,1,15,195,0,87,43,12,0,245,3,533,42,31,0.028175775,0.164411881,0.02298555,0.00897316,18.68053896,9.86471286,5.585488569,3.23033753,0.011887695,0.110922002,0.000236258,4.23E-05,60,243,360,64.94,37.43665617,12875,98.96,0.118281682,16093,98.96,0.21541359,16093,98.06,0.129367426,16093
05/08/2020,227,0,0,0,0,2,148,0,0,186,14,0,0,2,205,0,0,0,2360,0,0,0,0,0,0,1,0,27,0,65,0,45,0,0,0,0,220,0,92,76,44,14,0,0,0,7,0,0,0,95,0,0,3,0,88,0,0,0,0,0.031551417,0.181232539,0.022367711,0.008656898,18.8046446,10.87395235,5.368250545,2.562441707,0.014726747,0.121639814,0.000224078,4.22E-05,60,240,296,60.53,47.52805588,8047,98.96,0.078264222,16093,98.06,0.070521874,16093,89.06,0.327951599,16093
06/08/2020,748,0,19,48,0,2,208,0,48,680,6,35,88,18,291,0,1,1,3035,94,19,1,22,272,0,7,154,18,5,580,0,41,1,1254,370,10,398,611,147,85,77,133,126,306,17,7,0,2,153,0,100,53,22,0,256,3,76,46,39,0.031066547,0.16468868,0.024134464,0.008307755,17.86326475,9.881320819,5.647464631,2.334479295,0.013650588,0.110845714,0.000246392,3.59E-05,60,234,281,60.98,47.79252847,11265,89.96,0.652060224,16093,89.96,1.078273449,16093,78.98,2.178336277,16093
07/08/2020,0,0,6,0,0,1,228,6,0,0,8,0,0,2,285,0,8,5,3058,59,58,0,0,0,0,0,36,21,0,43,0,60,0,711,0,0,304,0,98,0,0,87,0,0,16,0,0,2,0,150,0,0,0,0,141,0,82,0,0,0.028732206,0.16385085,0.024080183,0.008077385,18.38861154,9.831051013,5.827404238,2.730156288,0.012289891,0.110885759,0.000226282,3.44E-05,60,242,338,62.96,26.58039091,8047,87.98,1.137191888,16093,87.98,2.184521503,16093,75.92,5.083753615,16093
08/08/2020,329,0,2,35,11,0,262,3,13,406,0,2,92,-22,617,0,0,0,2520,35,30,0,17,157,1,0,56,0,1,322,0,87,0,0,251,10,513,652,106,184,46,132,52,139,9,7,0,1,70,73,158,28,5,0,0,5,111,30,16,0.031712052,0.176885396,0.022796699,0.0082932,18.23443002,10.61312373,5.266037505,2.35526878,0.015258782,0.122970566,0.000236518,3.62E-05,60,231,284,60.98,21.84989847,8047,95,0.146743148,16093,93.92,0.864935727,16093,75.92,2.5786905,16093
09/08/2020,0,0,0,0,0,0,160,0,0,259,0,0,0,25,957,0,0,0,1785,0,40,1,51,0,0,1,81,0,0,565,0,0,0,0,0,6,260,551,116,0,0,0,0,212,0,0,0,0,0,125,99,21,0,0,0,0,0,31,12,0.031319571,0.184390787,0.024135034,0.009251655,19.85660788,11.06344721,5.647597929,3.145562738,0.013899322,0.120932976,0.000271733,4.84E-05,60,234,340,60.98,21.84989847,6437,98.06,0.129367426,16093,98.06,0.669983696,16093,82.94,0.43269454,16093
10/08/2020,418,0,18,143,0,29,222,1,26,556,0,4,0,17,857,0,20,45,1980,161,77,1,41,724,0,4,153,28,35,886,0,133,2,1531,1245,50,360,645,75,561,161,208,0,1007,5,41,1,9,245,114,599,10,0,0,387,3,488,113,46,0.038209339,0.216665332,0.024264873,0.007407102,19.9452751,12.99991991,5.07135844,1.87399675,0.020337657,0.141381883,0.000257148,3.74E-05,60,209,253,62.06,18.75054916,6437,102.02,0.109061173,16093,100.94,0.311147147,16093,82.04,1.536690796,16093
11/08/2020,0,0,3,0,0,5,383,0,0,0,76,0,174,0,555,0,0,0,331,0,0,0,0,0,0,0,48,55,0,0,0,58,0,0,234,0,0,0,69,1006,24,113,292,268,44,10,0,0,0,83,0,44,27,0,687,0,106,0,20,0.032242136,0.179734537,0.023485659,0.008671259,18.70043878,10.78407221,5.401701483,2.51466509,0.015144533,0.122332236,0.000243179,3.94E-05,60,230,290,56.48,53.820108,6437,102.02,0.130175283,16093,100.94,0.438199839,16093,80.06,1.586485004,16093
12/08/2020,481,0,10,42,14,1,316,4,30,132,0,7,52,7,184,614,13,0,3409,127,67,1,6,366,0,2,134,13,0,1296,0,0,1,1393,0,2,2218,182,142,0,22,104,78,0,29,0,1,4,64,72,591,23,1,1,94,4,0,64,12,0.029168331,0.166506152,0.023717227,0.008162257,18.37604838,9.990369119,5.692134487,2.693544775,0.012480104,0.110022676,0.00025809,3.80E-05,60,240,330,57.92,34.15526416,11265,98.96,0.310302097,16093,98.96,0.847344312,16093,82.94,0.43269454,16093
13/08/2020,436,0,3,25,0,4,379,0,8,366,0,6,38,2,320,60,14,11,142,169,112,0,11,122,0,0,175,0,0,348,0,109,1,607,942,6,0,236,110,406,24,105,9,97,41,7,0,3,76,34,737,22,1,0,204,0,50,20,10,0.044367025,0.243563947,0.023685561,0.008375546,21.20743803,14.61383682,4.784483345,1.809117872,0.026011786,0.162797068,0.000223592,4.97E-05,60,202,216,59,24.21454069,8047,104,0.107787233,16093,100.94,0.608519058,16093,93.92,0.001609391,16093
14/08/2020,10,0,10,65,13,8,274,2,34,813,0,10,78,12,389,116,1,1,4406,165,91,0,40,553,0,0,87,64,5,683,0,57,1,1679,399,42,1084,672,109,375,115,163,191,806,14,12,1,2,182,204,361,50,7,2,258,1,300,48,52,0.030971714,0.182899539,0.024269525,0.007807332,18.95468876,10.97397235,5.412104126,2.568612278,0.014379842,0.121170324,0.000246092,3.33E-05,60,223,329,62.96,16.53029934,6437,95,0.647339817,16093,93.02,1.507495558,16093,71.96,41.28676851,16093
15/08/2020,0,0,0,0,0,0,257,0,0,0,0,0,23,0,378,67,0,0,2036,0,36,1,0,0,0,0,167,0,10,513,0,39,0,0,0,0,964,0,104,0,0,149,0,0,49,0,0,0,0,94,0,0,6,0,0,0,0,0,0,0.033580906,0.189927031,0.023159241,0.008838584,18.90605028,11.39562184,4.956077663,2.554350778,0.015583718,0.119012671,0.000260691,4.85E-05,60,214,289,69.98,10.5171256,9656,105.08,0.147206255,16093,104,0.383669564,16093,96.08,0.698755128,16093
16/08/2020,415,0,0,0,0,0,215,0,0,743,-29,0,0,0,304,99,0,8,1104,0,40,0,8,0,0,0,404,0,1,342,0,0,0,0,0,13,786,279,135,0,0,0,0,342,34,0,0,0,0,136,426,3,0,0,0,0,0,53,18,0.033920595,0.198917687,0.023652469,0.009468385,19.97923067,11.9350612,5.061628336,2.982541133,0.016514094,0.13213944,0.000247159,5.44E-05,60,214,315,71.06,7.916933055,9656,91.04,5.965131441,16093,100.94,2.007654098,16093,105.98,0.274890643,16093
17/08/2020,150,0,2,0,0,6,180,0,0,0,6,0,87,0,218,105,4,0,1259,0,24,0,4,0,0,1,87,39,0,216,0,43,0,0,711,8,440,334,54,357,123,198,0,222,0,0,0,2,0,84,162,43,0,0,346,0,0,27,0,0.034576118,0.200031712,0.022129143,0.009399197,19.43177811,12.00190272,4.713507358,2.716368027,0.017275972,0.131723831,0.000228277,4.51E-05,60,213,289,60.92,57.31846423,5230.333333,107.96,0.320868642,16093,107.96,0.945838757,16093,95,1.24021896,16093
18/08/2020,314,0,1,51,0,5,260,2,22,1110,8,11,123,21,180,29,3,0,875,205,14,0,15,264,0,0,114,19,12,287,0,18,0,1828,276,12,586,282,81,193,9,78,180,207,51,23,0,1,171,88,127,20,12,0,267,5,207,30,28,0.043431785,0.227649217,0.021827789,0.009116162,19.58773493,13.658953,4.059968683,1.868813239,0.025463578,0.153268394,0.000234178,3.96E-05,60,186,205,58.784,61.05506687,2333.8,107.06,0.566757787,16093,102.92,2.550088049,16093,104,0.329552525,16093
19/08/2020,399,0,51,73,7,1,218,4,28,788,2,13,36,1,216,88,6,0,1722,107,44,5,23,188,0,0,123,18,9,295,0,20,1,1140,158,24,797,416,101,178,8,93,54,449,41,4,0,0,176,314,267,29,10,0,118,1,193,42,35,0.034880862,0.197535001,0.023308927,0.01019322,19.84721045,11.85210005,4.988110401,3.006999996,0.017066784,0.132725181,0.000242624,5.32E-05,60,214,295,62.96,36.27040433,11265,102.92,0.942901807,16093,102.92,2.550088049,16093,102.92,0.302454965,16093
20/08/2020,348,0,0,23,0,0,9,0,0,369,0,9,21,0,0,0,0,0,1519,42,0,0,0,0,0,1,0,11,4,429,0,26,0,326,4,30,522,232,83,298,0,61,0,173,23,6,0,0,63,84,149,0,2,0,0,0,97,29,0,0.031730683,0.181285419,0.023195448,0.008164261,18.49898826,10.87712514,5.172584858,2.449278262,0.015056175,0.121711735,0.000208214,3.55E-05,60,223,300,59.99,51.51189324,11265,96.98,0.01827444,4023,96.02,0.151324123,5364.333333,91.04,0.09463309,4828
21/08/2020,285,0,2,32,0,-3,213,2,8,368,1,3,41,9,194,28,1,0,1708,61,20,0,5,105,0,0,107,13,3,372,0,16,0,526,482,16,474,304,91,101,34,90,70,238,36,10,0,1,42,79,36,27,10,0,186,4,157,17,8,0.037772984,0.213495703,0.023675484,0.008779901,20.01968145,12.8097422,4.900825251,2.309113998,0.020013242,0.142604342,0.000220302,4.98E-05,60,207,263,66.02,32.45029392,12875,93.02,0.036870789,1609,94.64,1.135977708,3084.666667,91.67,0.030344944,3219
22/08/2020,224,0,1,33,16,1,254,2,11,305,1,0,27,6,280,44,8,1,1608,0,27,0,21,94,0,0,82,11,5,493,0,35,0,0,1,29,660,291,89,110,52,63,75,0,12,0,0,8,0,125,162,10,5,0,95,2,121,20,15,0.037529925,0.20803544,0.023426647,0.008424122,19.21532185,12.48212639,4.568196083,2.164999381,0.020646216,0.143978348,0.000229481,3.96E-05,60,195,257,68.54,39.47224418,11265,87.98,1.137191888,1207,93.02,4.236743553,2816,95,0.176163475,6437
23/08/2020,30,0,0,36,0,0,165,0,4,357,0,0,0,0,257,189,1,0,1033,0,0,0,19,65,0,0,107,11,5,153,0,37,0,462,269,23,432,337,80,180,0,0,32,192,11,0,0,0,0,53,98,0,11,2,79,0,94,21,0,0.040229692,0.210459139,0.023393273,0.008497081,18.98841461,12.62754837,4.491508462,1.869357783,0.022336329,0.143282713,0.000230677,3.67E-05,60,192,220,62.06,41.08327281,8047,93.92,2.202274527,4023,93.56,3.872860111,4828,87.98,2.184521503,16093
24/08/2020,63,0,0,19,0,5,136,0,1,217,0,14,3,0,225,29,8,0,1198,145,51,0,5,81,0,0,145,20,10,353,0,18,0,800,815,8,211,187,65,63,14,135,40,463,8,0,0,0,158,92,103,37,13,0,107,0,167,34,15,0.05258223,0.244363577,0.023236088,0.008441477,19.87608282,14.66181464,3.973371014,1.240897171,0.032399279,0.161431837,0.000255293,4.22E-05,60,171,147,55.94,63.75698233,4828,93.02,1.30692229,3219,91.04,7.760055479,6437,82.94,9.028424477,16093
25/08/2020,489,0,3,27,0,2,243,0,23,204,8,1,90,3,94,36,4,0,884,25,12,1,16,79,0,0,48,10,2,335,0,38,0,456,292,9,420,267,45,434,56,118,75,0,62,22,0,1,25,139,38,23,7,0,128,5,135,16,21,0.039662387,0.199986655,0.022996708,0.009465042,18.7999715,11.99919931,4.898298709,1.90247348,0.020306665,0.131573385,0.000229349,4.46E-05,60,213,201,58.955,43.8262823,8449,100.04,0.907709208,2414,98.06,3.237567099,4023,82.04,6.573260326,16093
26/08/2020,110,0,2,54,26,4,275,5,8,314,0,1,23,1,286,20,1,10,1609,42,23,0,8,40,0,0,119,16,7,448,0,19,0,338,119,11,385,228,79,230,34,61,69,155,16,1,0,1,49,71,365,29,6,0,178,2,52,19,3,0.060561558,0.273644673,0.02517555,0.010575745,21.74159935,16.4186804,3.725981388,1.59693756,0.036367154,0.164040202,0.00031098,5.66E-05,60,148,151,60.98,35.06642545,8047,104,0.630197352,6437,98.06,1.479352295,8047,82.04,6.573260326,16093
27/08/2020,236,0,5,47,0,4,78,0,6,139,1,3,64,4,92,44,10,1,1600,16,34,1,3,51,0,0,58,8,2,369,0,23,0,196,167,20,356,277,89,50,23,62,47,87,12,3,0,1,48,47,215,13,8,1,64,10,99,13,10,0.034204113,0.185267252,0.023493457,0.007332255,17.99136334,11.11603514,5.027599899,1.847728297,0.016652526,0.120490976,0.000228057,3.71E-05,60,214,252,57.92,43.50169516,9656,100.94,0.834589715,9656,96.98,2.554942849,9656,94.55,0.33943501,16093
28/08/2020,226,0,1,50,0,5,139,1,4,296,1,4,68,0,242,69,1,1,1472,107,55,0,3,70,2,0,71,15,3,323,0,24,0,126,241,24,485,285,66,144,50,67,35,214,8,5,0,1,60,119,156,22,0,0,102,0,71,23,7,0.034164833,0.17264457,0.023386728,0.007679688,17.18491075,10.35867419,5.09830672,1.727929845,0.01731294,0.123727015,0.000228193,3.54E-05,60,218,225,62.06,30.1239728,6437,102.92,0.180242789,14484,96.98,1.023572438,11265,80.06,1.301690765,16093
29/08/2020,0,0,2,71,13,2,164,0,9,245,5,0,26,2,107,13,9,0,1298,0,14,0,14,76,2,0,97,6,3,408,0,48,0,0,0,39,253,263,134,125,40,96,63,406,13,0,0,1,0,66,225,21,8,0,109,0,123,25,9,0.039265047,0.214777801,0.022856276,0.008214067,19.67178863,12.88666807,4.93695551,1.84816505,0.021137713,0.142077143,0.00024845,4.25E-05,60,216,225,60.98,35.06642545,6437,96.08,0.157855349,16093,100.04,0.021980316,16093,82.94,0.285130637,16093
30/08/2020,193,0,0,62,0,0,138,0,7,209,0,0,0,0,144,39,8,0,993,0,0,0,16,0,1,0,66,10,4,254,0,26,0,58,438,9,228,253,79,379,35,0,38,0,-1,0,0,0,0,0,62,0,7,2,6,0,99,51,0,0.038058032,0.194516995,0.023588369,0.008191721,18.26785544,11.67101973,4.835615596,1.761220116,0.020072401,0.132934907,0.000271773,5.89E-05,60,205,215,60.08,24.86932763,6437,98.96,0.050634206,8047,98.42,0.439485941,4828,80.96,0.675879116,16093
31/08/2020,147,0,2,78,0,4,238,1,9,142,13,20,52,5,219,198,13,0,1019,109,96,0,15,142,2,0,295,18,4,94,0,30,1,991,464,7,269,304,66,144,64,95,91,336,-2,8,0,9,124,64,166,41,2,0,189,0,70,38,18,0.043800341,0.22508697,0.023975354,0.007179766,19.53495193,13.50521818,4.651218664,1.378515087,0.025656018,0.153426255,0.000265046,4.19E-05,60,194,192,60.08,14.5811656,6437,96.08,0.157855349,8047,95,0.901951308,11265,82.04,1.536690796,16093
01/09/2020,258,0,0,43,0,0,0,0,0,222,0,5,0,0,0,0,0,0,753,53,0,0,0,0,0,0,0,3,1,287,0,24,0,244,0,15,237,267,50,170,0,91,0,0,0,2,0,0,35,199,76,0,2,0,0,0,91,14,0,0.044725627,0.233113172,0.023011642,0.008320218,20.21598354,13.98679034,4.648351761,1.580841437,0.025347221,0.150888197,0.000221903,4.31E-05,60,202,190,60.98,25.4102166,6437,96.98,0.119953544,8047,96.08,0.157855349,8047,78.98,1.797712131,16093
