Day,Alameda,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba
2020-09-11,167.30367,6.475753,5.0086055,6.2520943,-2.8910863,82.71492,-10.047562,-2.3350089,188.79118,3.5630696,4.214935,8.478796,0.35044268,109.89141,19.951166,0.2524768,7.992569,1143.8103,20.916943,9.653291,4.4183254,-20.039057,12.02052,5.48926,6.269491,30.837534,6.359639,-1.046513,294.1324,51.837708,18.081892,226.81445,202.60246,14.538524,285.4108,199.25082,70.75256,100.86499,-2.0593314,44.182713,31.458855,122.1469,4.1702795,8.300296,-3.7302153,20.532482,37.615562,157.82802,7.8083453,-1.9574741,-15.92443,36.382298,-4.0491123,67.259514,5.301569,2.3591752
2020-09-12,165.16153,6.3429213,4.7477436,6.1698446,-2.74914,81.34206,-9.9703455,-2.283408,185.68033,3.4095345,4.249031,8.787975,0.41789943,108.21529,19.652298,0.36569268,7.9394574,1136.6417,20.424023,9.439541,4.4128127,-19.776808,11.754287,5.4230003,6.1308107,30.258865,6.2769156,-1.0984081,291.38776,50.849396,17.859032,224.75226,198.84651,14.324702,281.68915,198.05983,69.79318,99.14015,-2.0017262,43.487465,31.052412,120.0533,3.9874423,8.122394,-3.6065757,20.213717,36.91934,154.94717,7.7431946,-1.9016938,-15.697116,35.884995,-3.9850311,66.5354,5.1405725,2.315943
2020-09-13,162.58931,6.0754013,4.4059353,6.003273,-2.6398876,79.83077,-9.749048,-2.1852934,181.95557,3.2258615,4.2240458,8.7657385,0.34970555,105.65863,19.169771,0.435158,7.8320475,1120.3986,19.862444,9.270874,4.4483123,-19.473719,11.432843,5.2780538,6.0009174,29.720549,6.097243,-1.1486193,286.12305,49.868813,17.677855,220.509,194.66225,14.129292,275.65527,195.54002,68.77001,96.422844,-1.9984779,42.94938,30.303148,117.68646,3.855392,7.9156294,-3.6220546,19.884342,36.418407,151.41621,7.6704426,-1.934567,-15.632838,35.05732,-4.0045924,65.243744,4.865646,2.1313653
2020-09-14,160.25963,5.8487186,3.9563563,5.9325323,-2.6166837,78.22415,-9.90252,-2.1011062,178.00491,3.1129172,4.4402466,8.249358,0.301524,102.30762,18.275282,0.5942999,7.8211455,1100.7509,19.106266,9.075528,4.6306214,-19.69421,10.838936,5.2223177,5.93851,29.177341,6.060613,-1.3739369,279.6339,48.79803,17.962975,214.83974,190.67543,14.1889105,268.31653,192.42761,67.6908,93.03056,-2.2639372,42.395947,29.06981,115.16685,3.616108,7.7998657,-3.7595305,19.307817,36.02347,147.66283,7.8477287,-1.9923977,-15.954947,33.770695,-4.157034,63.58652,4.572577,1.7354305
2020-09-15,159.88034,5.8237906,3.9117894,5.9193487,-2.6002421,77.994194,-9.8396635,-2.0843139,177.45796,3.0745425,4.4405,8.369158,0.3124315,101.96522,18.263712,0.5877224,7.805119,1099.469,19.04318,9.0384245,4.620845,-19.570868,10.823726,5.208939,5.9122615,29.065765,6.0172973,-1.3484033,279.01648,48.642723,17.876307,214.3898,189.94594,14.143681,267.58206,192.2527,67.56191,92.64807,-2.23268,42.331253,29.033777,114.77884,3.5815554,7.7508726,-3.720361,19.31496,35.924656,147.08624,7.805528,-1.9765167,-15.879887,33.724823,-4.1335464,63.453182,4.5350657,1.7343563
2020-09-16,160.02638,5.76682,3.7807887,5.911701,-2.5834022,77.8782,-9.921607,-2.0607831,177.04816,3.035562,4.561764,8.351515,0.30875292,101.39128,18.096497,0.6616891,7.842498,1101.101,18.880346,9.027173,4.7121887,-19.710495,10.71277,5.203415,5.910836,29.02099,6.03029,-1.4487501,278.71884,48.541008,18.052025,213.9771,189.4373,14.23254,266.68726,192.67767,67.64041,91.967125,-2.29877,42.42876,28.805222,114.51517,3.5168366,7.7499237,-3.7649336,19.266855,35.99717,146.48239,7.8998747,-2.012858,-16.057917,33.518375,-4.207731,63.303272,4.4481153,1.6175569
2020-09-17,161.65611,5.6908617,3.514483,5.915347,-2.524801,78.23913,-10.037429,-2.0168855,177.625,2.8850765,4.758278,8.771793,0.2957868,101.42493,18.080875,0.8076913,7.9514832,1119.1781,18.73892,9.052651,4.8676224,-19.833302,10.666213,5.233244,5.8643737,29.099575,5.9918995,-1.6055694,281.61368,48.679993,18.256077,216.06435,189.60764,14.384415,267.90988,196.00137,68.339516,91.58802,-2.2989452,42.895035,28.86287,114.843094,3.3871467,7.6976514,-3.794834,19.433176,36.25824,146.41457,7.994212,-2.0638545,-16.293066,33.628677,-4.2939873,63.8416,4.295176,1.5076214
2020-09-18,160.29396,5.57207,3.1971328,5.8513556,-2.4413025,77.33976,-10.035858,-1.9768307,175.2634,2.783164,4.8847985,8.692234,0.30754718,99.61911,17.685518,0.90798104,7.985794,1111.2383,18.304937,8.943352,4.9819164,-19.859186,10.389876,5.1697874,5.824623,28.793087,5.993195,-1.6975508,278.43286,48.149323,18.400175,213.33374,187.11156,14.408574,263.9402,194.66893,67.77496,89.5563,-2.4240592,42.66398,28.270144,113.406975,3.2845287,7.6468625,-3.8227355,19.202312,36.127747,144.07794,8.102031,-2.1120777,-16.455225,32.999775,-4.354563,62.944508,4.119109,1.3182176
2020-09-19,158.54916,5.5254555,3.082739,5.7634716,-2.3527756,76.3515,-9.963335,-1.9524515,172.77069,2.6756494,5.0208483,8.77663,0.34149262,98.08501,17.470413,0.9695398,7.9470406,1101.9165,17.994143,8.854209,5.002687,-19.573587,10.280299,5.1004043,5.70905,28.386087,5.906166,-1.7632114,275.2415,47.59956,18.245752,210.78458,184.32678,14.294521,260.1788,193.00748,67.0769,87.94572,-2.4016314,42.297882,27.910175,111.84043,3.2094676,7.57324,-3.7434921,19.09005,35.83225,141.82492,8.041499,-2.1271281,-16.29584,32.60411,-4.330146,62.21691,4.01328,1.255931
2020-09-20,164.49133,5.1498737,4.3113704,5.7602215,-1.3474884,76.06621,-9.940221,-1.7686648,174.60194,2.2349963,5.588529,9.199278,0.731713,94.67955,17.685213,1.921908,7.882919,1089.568,18.390598,9.161907,5.297149,-19.41724,11.337082,4.7342076,5.351337,29.5854,6.8919797,-2.6751235,269.25238,47.788242,17.45701,203.20435,187.31667,14.289458,253.14409,196.0047,69.289856,84.3398,-0.81596553,42.724113,27.569016,113.25482,5.2466435,7.782587,-3.978144,20.979294,35.857704,141.81245,8.045519,-2.6569307,-16.053986,32.30141,-4.1849594,63.91695,4.0945225,3.6117673
