"","MEAN_ALL","MEAN_0","MEAN_1","MEAN_2","SUM_ALL","SUM_0","SUM_1","SUM_2","VAR_ALL","VAR_0","VAR_1","VAR_2","NTP_0","NTP_1","NTP_2","CRESCENT TMP","CRESCENT HUMIDITY","CRESCENT VIS","LEMOORE TMP","LEMOORE HUMIDITY","LEMOORE VIS","HANFORD TMP","HANFORD HUMIDITY","HANFORD VIS","PASOROBLES TMP","PASOROBLES HUMIDITY","PASOROBLES VIS"
"2020-03-27",0.0271809371925964,0.161703851337855,0.0231070523038506,0.00941543687388338,19.2169225951657,9.7022310802713,5.77676307596266,3.7379284389317,0.0111806145960457,0.111798375762511,0.0002445814835558,5.37287461114171e-05,60,250,397,50,9.49698766566393,16093,57.02,1.4783626216995,16093,55.94,0.441350815044787,16093,48.02,15.3334600680842,16093
"2020-03-28",0.0329187000500403,0.210064332714925,0.0236341254039027,0.00897468366152183,21.3642363324761,12.6038599628955,5.60128772072494,3.15908864885569,0.0164932201627402,0.144254220315255,0.000230374537869319,4.89098949010356e-05,60,237,352,51.08,23.0079875018792,16093,60.98,1.30497546747135,16093,60.98,1.61613413459622,16093,57.92,7.67811682331027,16093
"2020-03-29",0.0462160170236887,0.250957988062874,0.024227589307075,0.00794591174422321,21.1669357968494,15.0574792837724,4.38519366458058,1.72426284849644,0.0270914337429154,0.159438996597601,0.000248492453655346,4.01343833939469e-05,60,181,217,51.44,56.7482303636895,16093,60.98,3.21008812812605,8047,62.06,3.4477153157788,16093,60.98,4.03492379863716,16093
"2020-03-30",0.0492904951434769,0.266833551010738,0.0257798577100038,0.00938771924536143,22.6243372708559,16.0100130606443,4.51147509925067,2.10284911096096,0.02896079782893,0.168065485558814,0.000260845551929597,4.44154176129302e-05,60,175,224,51.08,59.2373963293759,16093,60.98,6.03945192477744,16093,62.06,12.8855432504603,16093,57.02,26.9781190583781,16093
"2020-03-31",0.0339607318084348,0.179413904218624,0.0240575447596148,0.00938092093124535,18.6784024946392,10.7648342531174,5.43700511567295,2.47656312584877,0.0159134245705676,0.122438917889723,0.000228370416292728,3.85111384067447e-05,60,226,264,51.404,74.017619059796,13196.4,68,2.2694943157987,16093,69.08,4.22706749127887,16093,68,4.87045765782592,16093
"2020-04-01",0.0361725993715164,0.213297857856378,0.0254615292103435,0.00959535142587077,21.4503514273092,12.7978714713827,5.6779210139066,2.97455894201994,0.017940767090401,0.142654193937706,0.000275562545926061,5.24520985535246e-05,60,223,310,51.08,10.0326331118865,16093,73.04,2.55456276854304,16093,73.04,4.42526131708667,16093,73.94,3.96270109407876,16093
"2020-04-02",0.0308962569985175,0.197271287317077,0.0235360379628373,0.00834491350534526,20.5460109040141,11.8362772390246,5.6721851490438,3.03754851594567,0.0146962823938062,0.13272420675227,0.000233937703197202,3.42881622661322e-05,60,241,364,50,12.0877748278715,16093,68,0.592040008738762,16093,69.08,0.185593899388431,16093,66.92,0.687191631417176,16093
"2020-04-03",0.0294153211098022,0.179300269841527,0.0225592847058519,0.00855998196068652,19.2670353269204,10.7580161904916,5.50446546822786,3.00455366820097,0.0134791450866031,0.122606403209164,0.0002297441566799,3.91153240975382e-05,60,244,351,50,14.7044192430591,16093,66.02,0.00710177366303035,16093,66.92,0.0796879407244794,16093,66.92,0.335151019545807,16093
"2020-04-04",0.033902531492739,0.210698953115692,0.0228691904124718,0.00903695479406746,20.9856669940054,12.6419371869415,5.44286731816828,2.90086248889565,0.0172603032368575,0.143900603465689,0.000255004087057216,4.19725016320202e-05,60,238,321,50,9.49698766566393,16093,68,0.0898865158234765,16093,69.08,0.0304659576488824,16093,66.92,0.144501969657201,16093
"2020-04-05",0.0385189960664249,0.171072005837535,0.0230849371210002,0.0105508039264302,16.2164973439649,10.2643203502521,3.94752424769104,2.00465274602175,0.0183623996518112,0.108765183945447,0.000219158486989797,7.52980826050821e-05,60,171,190,51.44,59.4365202898536,12552.8,69.08,0.410248325874609,16093,68,1.19228053032207,16093,60.08,10.1162548989659,16093
"2020-04-06",0.0397921275695352,0.252925456338562,0.0262716130832326,0.0109174923971295,23.7559001590125,15.1755273803137,4.65007551573217,3.93029726296663,0.0209191040374095,0.158251454554614,0.000278581067489777,6.64806859720533e-05,60,177,360,51.98,24.4624925091318,16093,60.08,10.1162548989659,16093,57.92,39.6824748700072,14484,51.9542857142857,74.2923567539501,4425.57142857143
"2020-04-07",0.0357415347430543,0.184916433598846,0.0215533270022354,0.00981663515577551,17.4776104893535,11.0949860159308,3.98736549541354,2.39525897800922,0.0178758755514955,0.120837675023183,0.000234736088155785,5.92181246351921e-05,60,185,244,53.96,30.4758224869042,16093,62.96,0.593813039910379,16093,60.08,8.22354825152122,16093,53.96,6.19358138257039,16093
"2020-04-08",0.0353551510855021,0.188040685808907,0.0214471604259124,0.00867682054512581,17.7482858449221,11.2824411485344,4.41811504773796,2.04772964864969,0.0174535673811084,0.120058858411168,0.000209866701802035,4.74616565898305e-05,60,206,236,55.04,29.8461899487103,13277.25,64.04,1.62703826978773,16093,64.94,2.76270160214856,16093,60.08,2.37153699817601,16093
"2020-04-09",0.0357807241895768,0.21410185736604,0.0230462898147627,0.00831142313727716,20.037205546163,12.8461114419624,4.74753570184112,2.44355840235949,0.0190483049080023,0.142748391627334,0.000230768983274197,5.2513890709818e-05,60,206,294,56.12,26.8767407534402,10729,57.92,23.5503439261063,16093,54.86,36.9528826739309,16093,51.08,41.4052833116946,16093
"2020-04-10",0.0390705891005171,0.19844210279795,0.0236747163329639,0.00774603896751637,18.3241062881425,11.906526167877,4.82964213192463,1.58793798834085,0.020554442447078,0.132107313660626,0.000212169927860912,4.22253164066758e-05,60,204,205,55.04,36.6010675565523,16093,60.08,8.22354825152122,16093,60.98,12.7973732889198,16093,55.04,25.6861031779718,16093
"2020-04-11",0.0383298968560994,0.215646347527703,0.0216700776585752,0.00822021345782087,19.1649484280497,12.9387808516622,4.20399506576359,2.02217251062393,0.0212333551936053,0.142009909088012,0.000230677428040898,3.67548446712381e-05,60,194,246,53.66,38.9592695382492,16093,66.92,3.14001066774786,16093,68,3.98194637804499,16093,64.94,12.5957412880947,16093
"2020-04-12",0.0351351283454005,0.182354904136931,0.0279190506589176,0.00868241910767907,19.6405367450789,10.9412942482159,6.3376244995743,2.3616179972887,0.0156486293743763,0.121333109486957,0.000258483473868749,4.53637082480286e-05,60,227,272,53.33,22.5954022351772,12875,69.98,5.38047362366017,16093,69.08,16.1475808129025,16093,64.04,16.5785575230192,16093
"2020-04-13",0.0366819477120799,0.19991119261831,0.0258526005292017,0.00840139351641349,20.0650253985077,11.9946715570986,5.89439292065799,2.17596092075109,0.0176904612619989,0.13148898803205,0.000263822714672169,3.38853716414594e-05,60,228,259,55.04,12.0237911101201,16093,69.08,10.1738199230952,16093,71.96,13.3129083775384,16093,53.96,37.039311490205,16093
"2020-04-14",0.0302237260474072,0.166012000571936,0.024445680380499,0.0080548446941999,18.1946830805391,9.96072003431618,5.76918056979775,2.46478247642517,0.0130311697760682,0.110288595104144,0.000209695279771714,3.55888725203632e-05,60,236,306,57.02,7.33376856338972,16093,73.04,4.42526131708667,16093,71.96,7.07646903730758,16093,60.98,21.8498984727258,16093
"2020-04-15",0.0325224062624472,0.177408249831448,0.023973542064227,0.00799062733777163,18.180025100708,10.6444949898869,5.32212633825839,2.21340377256274,0.0157179441928812,0.123226514916925,0.000219063562953943,3.4042258955222e-05,60,222,277,55.04,10.0107909408954,16093,75.92,0.166799861819413,16093,77,0.182155576904333,16093,75.02,1.37100874938963,16093
"2020-04-16",0.031401432085092,0.192218324138472,0.0231633142921729,0.00891691757099969,19.6572964852676,11.5330994483083,5.00327588710934,3.12092114984989,0.0155982950391568,0.134538152264259,0.000241053024229169,4.59306007235751e-05,60,216,350,51.98,35.6412799323956,16093,80.06,0.0995295208563835,16093,80.06,0.124853937181336,16093,75.92,0.824074042488059,16093
"2020-04-17",0.0308635145156162,0.162604388889546,0.0244792381574104,0.00939259763996479,18.5489722238854,9.75626333337277,6.02189258672297,2.77081630378962,0.0130313471884494,0.111213094652632,0.00022257240694798,5.21912235057608e-05,60,246,295,53.06,50.1207110227382,16093,82.94,0.358867607366223,16093,78.98,3.56001223633226,16093,59,20.0490678912634,16093
"2020-04-18",0.0355457244158694,0.227858225566645,0.0237759657335192,0.0105550502548399,22.2871692087501,13.6714935339987,4.73141718097031,3.88425849378109,0.0184842176276918,0.152990210147125,0.000238355711497327,5.73900986624904e-05,60,199,368,53.06,50.1207110227382,16093,64.94,10.4555148272106,16093,62.96,31.5342191304367,16093,60.98,12.7973732889198,16093
"2020-04-19",0.0366889923235292,0.213832673120002,0.0236120042869839,0.00959506357623631,20.655902678147,12.8299603872001,5.05296891741455,2.7729733735323,0.0188889702055989,0.142704742280251,0.000241978140588214,4.49377315541128e-05,60,214,289,53.51,39.9192485622713,16093,69.08,4.22706749127887,16093,64.94,20.2931667892232,16093,60.98,10.496677019575,16093
"2020-04-20",0.0336658389215874,0.198288855468854,0.023654713320571,0.00789172744209117,19.4925207355991,11.8973313281313,5.25134635716677,2.34384305030107,0.016808000492267,0.132289637053138,0.000236360821176439,4.0904543381201e-05,60,222,297,53.96,21.0591420654228,16093,75.92,1.79499733366321,16093,73.94,2.69630147121672,16093,62.96,16.530299337062,16093
"2020-04-21",0.0366814035038266,0.212133212309952,0.0245421562453865,0.00876130522602665,20.945081400685,12.7279927385971,5.81649103015661,2.4005976319313,0.018630707797014,0.14328900822224,0.000245537326429547,4.39140889778358e-05,60,237,274,53.06,35.2289413545074,16093,64.94,3.44074488680217,16093,66.02,10.8924466757483,16093,62.06,12.8855432504603,16093
"2020-04-22",0.0290163691068346,0.165282968866328,0.0243030786004965,0.00821220905923131,18.8896562885493,9.9169781319797,6.22158812172711,2.75109003484249,0.0121238800455657,0.110830158349951,0.000248992110363055,3.96858638101941e-05,60,256,335,55.04,21.7603782812699,16093,73.94,1.56625926427741,16093,73.04,3.66118720533411,16093,73.04,5.16650764651254,16093
"2020-04-23",0.031810318930871,0.176347466216733,0.0234319532392632,0.00860440328212107,18.2273127473891,10.580847973004,5.10816580615938,2.53829896822572,0.0152963946174627,0.122901873970121,0.000274037729480816,3.82211586943002e-05,60,218,295,53.96,100,3218.33333333333,82.94,0.643193070176767,16093,82.04,1.79958113010908,16093,78.08,1.63988188785007,16093
"2020-04-24",0.038763787587012,0.226863348515083,0.0231897041538552,0.0093151147363426,20.8161539342254,13.611800910905,4.61475112661719,2.58960189670324,0.0215358519598374,0.153738267844297,0.0002465947533962,4.18417683899847e-05,60,199,278,51.53,77.6996988738238,603.5,82.94,0.792438964084303,16093,84.02,0.701955963247512,16093,80.06,2.2507679116928,16093
"2020-04-25",0.03465267829597,0.211845903750509,0.0229241898632608,0.00948157100557531,20.8609123341739,12.7107542250305,5.13501852937043,3.01513957977295,0.0177240508277455,0.143554726182494,0.000239218883888131,4.08225860859214e-05,60,224,318,56.66,57.3435833702416,16093,87.08,0.27211371275166,16093,86,1.6355589465451,16093,89.06,0.481138703596614,16093
"2020-04-26",0.0356342688414449,0.219205215293914,0.0226359307480771,0.00903938382338637,20.7035101968795,13.1523129176348,4.73090952634811,2.82028775289655,0.0184053019308996,0.141148554551839,0.000264410377586748,4.63977572819614e-05,60,209,312,55.04,84.5133859198881,805,89.06,0.219265743131478,16093,89.06,2.25058243702016,16093,89.06,0.588847169083238,16093
"2020-04-27",0.0508376045114359,0.26656149054567,0.0238590032114821,0.0104008682145931,22.3177083805203,15.9936894327402,4.22304356843233,2.1009753793478,0.0301893352810568,0.168127166863684,0.000239105728348573,4.98057690879059e-05,60,177,202,53.96,37.039311490205,16093,87.98,0.0801906122314334,16093,89.06,0.219265743131478,16093,84.92,0.186464141530672,16093
"2020-04-28",0.0302590135918948,0.179948931622008,0.0226857125256132,0.00787109231744601,18.700070399791,10.7969358973205,5.37651386857033,2.52662063390017,0.0142595803264187,0.122299309741894,0.000220961387645308,3.57693492308419e-05,60,237,321,57.47,79.6713274979508,11265,86,0.12917474455851,16093,86,0.253882667389572,16093,82.94,0.643193070176767,16093
"2020-04-29",0.0391756935769485,0.230681574375679,0.023161785215849,0.00907409323586358,21.1548745315522,13.8408944625407,4.86397489532828,2.45000517368317,0.0213827729866583,0.151884002995866,0.000245742239564007,5.13976754980398e-05,60,210,270,56.48,58.9469331092352,16093,89.06,0.841351006577664,16093,87.08,4.38692289456586,16093,91.94,0.880219182284532,16093
"2020-04-30",0.0376870112822336,0.214858124839763,0.0248259231628139,0.00892159044204635,20.5017341375351,12.8914874903858,5.13896609470248,2.47128055244684,0.0194977006888301,0.142075753678082,0.000220355521240368,4.55423784773823e-05,60,207,277,57.02,74.0118672339118,16093,84.02,2.02587149119124,16093,87.08,2.76418064394236,14484,75.92,3.12061516287109,16093
"2020-05-01",0.0384561815054895,0.231745649781078,0.022513418010313,0.00921240130777461,21.2662683725357,13.9047389868647,4.77284461818635,2.58868476748466,0.0209052994209445,0.151553937957731,0.000239124826799275,4.19402085968953e-05,60,212,281,55.94,22.3164577968183,16093,87.08,0.0142966945852599,16093,86,0.0807440277415773,16093,80.96,0.145835587358163,16093
"2020-05-02",0.0325884168387532,0.212979323913654,0.0224024543255967,0.00852701170763499,20.8239983599633,12.7787594348192,5.01814976893365,3.02708915621042,0.0167618935730405,0.143154016080245,0.000236544633685776,3.96338864458708e-05,60,224,355,60.08,28.9134230894815,16093,82.94,0.0170386584997384,16093,82.04,0.078283424271862,16093,80.96,0.0390998653400076,16093
"2020-05-03",0.0345489479646499,0.200525675962369,0.0248407410019966,0.00846282580861221,19.9692919235677,12.0315405577421,5.39044079743326,2.54731056839228,0.0168011658478739,0.131380951104785,0.000239105410952798,4.32501508903994e-05,60,217,301,53.96,52.2963476550881,16093,82.04,0.479553348561203,12875,82.94,0.643193070176767,16093,78.08,1.99688497387921,16093
"2020-05-04",0.032270932697164,0.201918715735277,0.023352588586861,0.00925703268413516,20.8147515896708,12.1151229441166,5.44115314073861,3.25847550481558,0.0151490928329741,0.131362279417142,0.000247190090188616,4.70249422373987e-05,60,233,352,55.94,22.3164577968183,16093,78.98,0.569662459667879,16093,80.06,0.603485368062313,16093,78.98,0.685548302710215,16093
"2020-05-05",0.0337649789008894,0.211425450599442,0.0236384473690713,0.00873063871681334,20.8667569607496,12.6855270359665,5.24773531593382,2.93349460884929,0.0172819165094939,0.143521302412763,0.000243806302325835,4.22901294020213e-05,60,222,336,57.02,13.0275653441827,16093,84.02,0.00395265277626577,16093,84.02,0.0618230169833354,16093,84.92,0.00486381590589944,16093
"2020-05-06",0.0350133514455528,0.211982631512607,0.0235848855828085,0.00892944211283556,20.6228640014306,12.7189578907564,5.11792017146945,2.78598593920469,0.0181032634315249,0.143367778953633,0.000242667131747052,4.4689384221467e-05,60,217,312,55.94,73.5942831412005,9656,86,0.00424497419969474,16093,87.08,0.010265069654366,16093,84.02,0.0364283662067897,16093
"2020-05-07",0.031129024099587,0.193483385645474,0.0238906944514344,0.00887838629645536,20.3895107852295,11.6090031387284,5.56653180718422,3.21397583931684,0.0149241978985527,0.134162658011887,0.000247825591409706,3.97955055362078e-05,60,233,362,55.94,22.3164577968183,16093,82.94,0.0883748456025068,16093,84.02,0.317208396694704,16093,87.08,0.0037085985126965,16093
"2020-05-08",0.0370695750628199,0.208189367999633,0.0236857352879247,0.00825175787997609,19.4615269079804,12.491362079978,4.80820426344872,2.16196056455374,0.0202226255165429,0.144557306580918,0.000228831916909352,4.09446832445842e-05,60,203,262,57.92,28.4306181193358,16093,89.96,0.130095325620337,16093,87.98,0.80333380653923,16093,1831.82,3.31983722453496e-07,16093
"2020-05-09",0.0361357733322297,0.2046679720593,0.0232618873815913,0.00948354191674652,19.8385395593941,12.280078323558,4.93152012489736,2.62694111093879,0.01932656900453,0.145690339171325,0.000218573318578265,4.71880536202986e-05,60,212,277,55.94,58.6301572144651,14484,95,0.0482592728802812,16093,93.92,0.290107434147639,16093,82.94,0.285130637362854,16093
"2020-05-10",0.0432069086937155,0.25192790425693,0.0237905227419252,0.0103326082568277,22.5540063381195,15.1156742554158,4.7105235029012,2.72780857980251,0.0238123059313229,0.158745330802499,0.000261973699086239,5.6295118274609e-05,60,198,264,57.02,45.4128823730606,16093,96.98,0.0182744399832402,16093,93.92,1.00378643753249,16093,77,0.474495446538125,16093
"2020-05-11",0.03863483229545,0.219499373808503,0.0233162799350372,0.00862872623747889,20.1673824582249,13.1699624285102,4.77983738668263,2.21758264303207,0.0203234833560439,0.140467988066369,0.000235277015978375,4.18320867505129e-05,60,205,257,57.26,38.1299849563857,16093,93.02,0.0128273285210812,16093,89.06,1.41774617091683,16093,68,3.98194637804499,16093
"2020-05-12",0.0338854914302545,0.182121721763785,0.0236841667955521,0.00937023934992877,18.501478320919,10.9273033058271,4.99735919386148,2.57681582123041,0.0160529727589745,0.121587445919093,0.000266993020800952,4.91643545776916e-05,60,211,275,60.98,21.8498984727258,16093,84.02,0.00118939479656267,16093,86,0.0061601355231078,16093,69.08,0.0150381294946591,16093
"2020-05-13",0.0329416849595837,0.198111176878835,0.0230880427848676,0.0092642795849846,20.2261945651844,11.8866706127301,5.35642592608929,2.98309802636504,0.0158570822520186,0.132403042844019,0.000235931035953191,4.42641848051253e-05,60,232,322,51.44,56.7482303636895,3621,75.92,0.990283391591734,16093,77,0.72251279256195,16093,66.02,1.56329600291851,16093
"2020-05-14",0.0364187812414737,0.198176080531751,0.0231829256768904,0.00905423662334215,18.9377662455663,11.8905648319051,4.72931683808565,2.31788457557559,0.018611701956604,0.132279299781283,0.000225181001544516,4.67515345073322e-05,60,204,256,55.832,73.9812955964318,14162.2,77,0.236457658246951,16093,77,0.0867932312646474,16093,73.94,1.56625926427741,16093
"2020-05-15",0.0420103974073477,0.246150091430172,0.0239810156883393,0.00950543700454345,22.223500228487,14.7690054858103,4.96407024748623,2.49042449519038,0.0237147445262716,0.162963851609679,0.00023131261923432,5.5086097385258e-05,60,207,262,57.92,34.1552641626031,16093,78.08,0.763082568288379,16093,78.08,0.947503247470649,16093,77,0.868678212000747,16093
