County,WeekStartDate,Hospitalizations,Age 0-19,Age 20-39,Age 40-59,Age 60-79,Age 80+,Positive UnkAge,dtm_updated
Walla Walla County,2020-08-23,1,0,0,0,1,0,0,2020/10/04 13:04:29
Walla Walla County,2020-09-13,3,0,1,1,1,0,0,2020/10/04 13:04:29
Walla Walla County,2020-09-20,2,0,0,0,2,0,0,2020/10/04 13:04:29
Whatcom County,2020-03-01,1,0,0,0,1,0,0,2020/10/04 13:04:29
Whatcom County,2020-03-08,4,1,0,0,3,0,0,2020/10/04 13:04:29
Whatcom County,2020-03-15,13,0,0,5,3,5,0,2020/10/04 13:04:29
Whatcom County,2020-03-22,5,0,0,0,3,2,0,2020/10/04 13:04:29
Whatcom County,2020-03-29,7,0,2,2,0,3,0,2020/10/04 13:04:29
Whatcom County,2020-04-05,6,0,1,0,4,1,0,2020/10/04 13:04:29
Whatcom County,2020-04-12,3,0,0,1,1,1,0,2020/10/04 13:04:29
Whatcom County,2020-04-19,3,0,1,1,1,0,0,2020/10/04 13:04:29
Whatcom County,2020-04-26,2,0,0,1,0,1,0,2020/10/04 13:04:29
Whatcom County,2020-05-03,2,0,0,0,0,2,0,2020/10/04 13:04:29
Whatcom County,2020-05-17,1,0,1,0,0,0,0,2020/10/04 13:04:29
Whatcom County,2020-05-24,1,0,0,1,0,0,0,2020/10/04 13:04:29
Whatcom County,2020-06-14,1,0,0,1,0,0,0,2020/10/04 13:04:29
Whatcom County,2020-06-21,4,0,1,1,2,0,0,2020/10/04 13:04:29
Whatcom County,2020-06-28,5,0,0,3,2,0,0,2020/10/04 13:04:29
Whatcom County,2020-07-05,3,0,0,2,1,0,0,2020/10/04 13:04:29
Whatcom County,2020-07-12,5,0,1,1,2,1,0,2020/10/04 13:04:29
Whatcom County,2020-07-19,6,0,2,0,2,2,0,2020/10/04 13:04:29
Whatcom County,2020-07-26,3,0,1,1,1,0,0,2020/10/04 13:04:29
Whatcom County,2020-08-02,1,0,0,1,0,0,0,2020/10/04 13:04:29
Whatcom County,2020-08-09,1,0,0,0,1,0,0,2020/10/04 13:04:29
Whatcom County,2020-08-16,2,0,0,1,0,1,0,2020/10/04 13:04:29
Whatcom County,2020-08-23,1,0,0,0,1,0,0,2020/10/04 13:04:29
Whatcom County,2020-08-30,1,0,0,1,0,0,0,2020/10/04 13:04:29
Whatcom County,2020-09-06,8,0,2,4,2,0,0,2020/10/04 13:04:29
Whatcom County,2020-09-13,4,0,1,2,1,0,0,2020/10/04 13:04:29
Whatcom County,2020-09-20,2,0,0,0,0,2,0,2020/10/04 13:04:29
Whatcom County,2020-09-27,3,0,0,1,1,1,0,2020/10/04 13:04:29
Whitman County,2020-06-21,1,0,0,1,0,0,0,2020/10/04 13:04:29
Whitman County,2020-08-02,1,0,0,1,0,0,0,2020/10/04 13:04:29
Whitman County,2020-09-13,1,0,0,0,0,1,0,2020/10/04 13:04:29
Whitman County,2020-09-27,1,0,0,0,0,1,0,2020/10/04 13:04:29
Yakima County,2020-02-04,2,0,0,0,0,2,0,2020/10/04 13:04:29
Yakima County,2020-02-10,1,0,1,0,0,0,0,2020/10/04 13:04:29
Yakima County,2020-02-17,3,0,0,0,2,1,0,2020/10/04 13:04:29
Yakima County,2020-03-15,6,0,1,0,4,1,0,2020/10/04 13:04:29
Yakima County,2020-03-22,15,0,3,6,5,1,0,2020/10/04 13:04:29
Yakima County,2020-03-29,27,2,0,6,13,6,0,2020/10/04 13:04:29
Yakima County,2020-04-05,32,0,5,12,12,3,0,2020/10/04 13:04:29
Yakima County,2020-04-12,16,0,3,5,6,2,0,2020/10/04 13:04:29
Yakima County,2020-04-19,28,0,3,8,16,1,0,2020/10/04 13:04:29
Yakima County,2020-04-26,24,0,3,8,9,4,0,2020/10/04 13:04:29
Yakima County,2020-05-03,31,0,5,14,9,3,0,2020/10/04 13:04:29
Yakima County,2020-05-10,32,1,7,6,9,9,0,2020/10/04 13:04:29
Yakima County,2020-05-17,49,1,8,20,17,3,0,2020/10/04 13:04:29
Yakima County,2020-05-24,61,1,9,22,24,5,0,2020/10/04 13:04:29
Yakima County,2020-05-31,42,0,10,10,18,4,0,2020/10/04 13:04:29
Yakima County,2020-06-07,63,0,14,22,23,4,0,2020/10/04 13:04:29
Yakima County,2020-06-14,61,1,8,16,25,11,0,2020/10/04 13:04:29
Yakima County,2020-06-21,52,0,6,16,20,10,0,2020/10/04 13:04:29
Yakima County,2020-06-28,50,2,8,12,14,14,0,2020/10/04 13:04:29
Yakima County,2020-07-05,25,0,2,11,6,6,0,2020/10/04 13:04:29
Yakima County,2020-07-12,43,3,10,12,13,5,0,2020/10/04 13:04:29
Yakima County,2020-07-19,28,2,4,8,10,4,0,2020/10/04 13:04:29
Yakima County,2020-07-26,17,0,3,10,4,0,0,2020/10/04 13:04:29
Yakima County,2020-08-02,19,0,8,6,5,0,0,2020/10/04 13:04:29
Yakima County,2020-08-09,20,0,3,8,6,3,0,2020/10/04 13:04:29
Yakima County,2020-08-16,11,1,0,4,5,1,0,2020/10/04 13:04:29
Yakima County,2020-08-23,8,0,1,4,1,2,0,2020/10/04 13:04:29
Yakima County,2020-08-30,6,0,1,3,2,0,0,2020/10/04 13:04:29
Yakima County,2020-09-06,8,0,0,4,3,1,0,2020/10/04 13:04:29
Yakima County,2020-09-13,8,0,1,1,6,0,0,2020/10/04 13:04:29
Yakima County,2020-09-20,5,0,0,4,0,1,0,2020/10/04 13:04:29
Yakima County,2020-09-27,1,0,0,1,0,0,0,2020/10/04 13:04:29
Unassigned,2020-07-19,2,0,0,2,0,0,0,2020/10/04 13:04:29
Unassigned,2020-08-09,2,0,1,1,0,0,0,2020/10/04 13:04:29
Unassigned,2020-08-16,1,0,1,0,0,0,0,2020/10/04 13:04:29
Unassigned,2020-08-23,1,0,0,0,0,1,0,2020/10/04 13:04:29
Unassigned,2020-08-30,1,0,0,0,1,0,0,2020/10/04 13:04:29
Asotin County,Unknown,2,0,0,1,1,0,0,2020/10/04 13:04:29
Benton County,Unknown,4,0,0,3,1,0,0,2020/10/04 13:04:29
Chelan County,Unknown,2,0,0,1,0,1,0,2020/10/04 13:04:29
Cowlitz County,Unknown,2,0,1,0,1,0,0,2020/10/04 13:04:29
Douglas County,Unknown,1,0,1,0,0,0,0,2020/10/04 13:04:29
Franklin County,Unknown,15,1,2,7,3,2,0,2020/10/04 13:04:29
Grant County,Unknown,2,0,0,1,1,0,0,2020/10/04 13:04:29
Grays Harbor County,Unknown,3,0,1,1,1,0,0,2020/10/04 13:04:29
Island County,Unknown,9,0,1,2,3,3,0,2020/10/04 13:04:29
King County,Unknown,20,0,2,8,5,5,0,2020/10/04 13:04:29
Kitsap County,Unknown,4,0,0,2,2,0,0,2020/10/04 13:04:29
Klickitat County,Unknown,3,0,0,1,2,0,0,2020/10/04 13:04:29
Lewis County,Unknown,4,1,1,1,0,1,0,2020/10/04 13:04:29
Mason County,Unknown,2,0,0,0,1,1,0,2020/10/04 13:04:29
Okanogan County,Unknown,7,1,1,3,2,0,0,2020/10/04 13:04:29
Pacific County,Unknown,5,0,1,1,3,0,0,2020/10/04 13:04:29
Pend Oreille County,Unknown,1,0,0,1,0,0,0,2020/10/04 13:04:29
Pierce County,Unknown,53,8,19,14,7,5,0,2020/10/04 13:04:29
Skagit County,Unknown,1,0,0,1,0,0,0,2020/10/04 13:04:29
Skamania County,Unknown,1,0,1,0,0,0,0,2020/10/04 13:04:29
Snohomish County,Unknown,5,0,2,2,1,0,0,2020/10/04 13:04:29
Spokane County,Unknown,14,1,6,3,3,1,0,2020/10/04 13:04:29
Thurston County,Unknown,7,1,1,1,3,1,0,2020/10/04 13:04:29
Walla Walla County,Unknown,4,0,0,3,1,0,0,2020/10/04 13:04:29
Whatcom County,Unknown,2,0,0,2,0,0,0,2020/10/04 13:04:29
Yakima County,Unknown,3,0,0,1,1,1,0,2020/10/04 13:04:29
